street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood
Sinjeur Semeynsstraat,78-1,https://www.funda.nl/detail/koop/amsterdam/appartement-sinjeur-semeynsstraat-78-1/43917775/,81,400000.0,4938.27,Amsterdam,Netherlands,"Sinjeur Semeynsstraat 78-1, Amsterdam, Netherlands",52.3813357,4.8442345,slotervaart
Tolbrugstraat,3-2,https://www.funda.nl/detail/koop/amsterdam/appartement-tolbrugstraat-3-2/43949545/,47,425000.0,9042.55,Amsterdam,Netherlands,"Tolbrugstraat 3-2, Amsterdam, Netherlands",52.3694942,4.865142,amsterdam-west
Joos Banckersweg,20-4,https://www.funda.nl/detail/koop/amsterdam/appartement-joos-banckersweg-20-4/43942253/,57,425000.0,7456.14,Amsterdam,Netherlands,"Joos Banckersweg 20-4, Amsterdam, Netherlands",52.3760742,4.8572963,erasmusbuurt
Stuyvesantstraat,55-2,https://www.funda.nl/detail/koop/amsterdam/appartement-stuyvesantstraat-55-2/43941317/,55,425000.0,7727.27,Amsterdam,Netherlands,"Stuyvesantstraat 55-2, Amsterdam, Netherlands",52.3638578,4.8568394,baarsjes
Van Limburg Stirumplein,24-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-limburg-stirumplein-24-2/43945618/,36,360000.0,10000.0,Amsterdam,Netherlands,"Van Limburg Stirumplein 24-2, Amsterdam, Netherlands",52.3842307,4.8746918,staatsliedenbuurt
Haarlemmerweg,127-2,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-127-2/43939103/,49,395000.0,8061.22,Amsterdam,Netherlands,"Haarlemmerweg 127-2, Amsterdam, Netherlands",52.385331,4.8735482,staatsliedenbuurt
Robert Scottstraat,20-2,https://www.funda.nl/detail/koop/amsterdam/appartement-robert-scottstraat-20-2/43939878/,65,495000.0,7615.38,Amsterdam,Netherlands,"Robert Scottstraat 20-2, Amsterdam, Netherlands",52.3731323,4.8467434,erasmusbuurt
Overtoom,206-4,https://www.funda.nl/detail/koop/amsterdam/appartement-overtoom-206-4/43927530/,58,500000.0,8620.69,Amsterdam,Netherlands,"Overtoom 206-4, Amsterdam, Netherlands",52.3619452,4.8714866,Unknown
Van Der Hoopstraat,109-4,https://www.funda.nl/detail/koop/amsterdam/appartement-van-der-hoopstraat-109-4/43913019/,52,435000.0,8365.38,Amsterdam,Netherlands,"Van Der Hoopstraat 109-4, Amsterdam, Netherlands",52.3841065,4.8710655,staatsliedenbuurt
Dirk Hartoghstraat,18-b,https://www.funda.nl/detail/koop/amsterdam/appartement-dirk-hartoghstraat-18-b/43913701/,36,345000.0,9583.33,Amsterdam,Netherlands,"Dirk Hartoghstraat 18-b, Amsterdam, Netherlands",52.3895183,4.8868519,houthavens
Van Oldenbarneveldtstraat,89-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-89-2/43911438/,50,450000.0,9000.0,Amsterdam,Netherlands,"Van Oldenbarneveldtstraat 89-2, Amsterdam, Netherlands",52.3740534,4.8739434,frederik hendrik buurt
Egelantiersstraat,63-c,https://www.funda.nl/detail/koop/amsterdam/appartement-egelantiersstraat-63-c/43916856/,54,430000.0,7962.96,Amsterdam,Netherlands,"Egelantiersstraat 63-c, Amsterdam, Netherlands",52.3766424,4.8824754,jordaan
Joos De Moorstraat,3-1,https://www.funda.nl/detail/koop/amsterdam/appartement-joos-de-moorstraat-3-1/43903634/,54,435000.0,8055.56,Amsterdam,Netherlands,"Joos De Moorstraat 3-1, Amsterdam, Netherlands",52.3726943,4.8571745,erasmusbuurt
Geuzenkade,80-2,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-80-2/43905159/,56,450000.0,8035.71,Amsterdam,Netherlands,"Geuzenkade 80-2, Amsterdam, Netherlands",52.3746485,4.864097,erasmusbuurt
Marcantilaan,364,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-364/43992273/,53,450000.0,8490.57,Amsterdam,Netherlands,"Marcantilaan 364, Amsterdam, Netherlands",52.3739101,4.8678657,Unknown
Blancefloorstraat,12-2,https://www.funda.nl/detail/koop/amsterdam/appartement-blancefloorstraat-12-2/43999385/,53,425000.0,8018.87,Amsterdam,Netherlands,"Blancefloorstraat 12-2, Amsterdam, Netherlands",52.3776845,4.8556608,bos en lommer
Cabotstraat,21-h,https://www.funda.nl/detail/koop/amsterdam/appartement-cabotstraat-21-h/43997987/,49,460000.0,9387.76,Amsterdam,Netherlands,"Cabotstraat 21-h, Amsterdam, Netherlands",52.3681298,4.8555993,baarsjes
Spaarndammerstraat,145-g,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-145-g/43997571/,46,400000.0,8695.65,Amsterdam,Netherlands,"Spaarndammerstraat 145-g, Amsterdam, Netherlands",52.3913627,4.8778855,spaarndammerbuurt
Haarlemmerweg,485-d,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-485-d/43989832/,56,400000.0,7142.86,Amsterdam,Netherlands,"Haarlemmerweg 485-d, Amsterdam, Netherlands",52.3848754,4.8578074,bos en lommer
John Franklinstraat,27-h,https://www.funda.nl/detail/koop/amsterdam/appartement-john-franklinstraat-27-h/43973969/,55,475000.0,8636.36,Amsterdam,Netherlands,"John Franklinstraat 27-h, Amsterdam, Netherlands",52.3716373,4.8539854,erasmusbuurt
Fannius Scholtenstraat,86-3,https://www.funda.nl/detail/koop/amsterdam/appartement-fannius-scholtenstraat-86-3/43970073/,54,440000.0,8148.15,Amsterdam,Netherlands,"Fannius Scholtenstraat 86-3, Amsterdam, Netherlands",52.3826692,4.8752825,staatsliedenbuurt
Fannius Scholtenstraat,62-2,https://www.funda.nl/detail/koop/amsterdam/appartement-fannius-scholtenstraat-62-2/43976590/,34,325000.0,9558.82,Amsterdam,Netherlands,"Fannius Scholtenstraat 62-2, Amsterdam, Netherlands",52.3833921,4.8740552,staatsliedenbuurt
Merlijnstraat,12-3,https://www.funda.nl/detail/koop/amsterdam/appartement-merlijnstraat-12-3/43962275/,48,425000.0,8854.17,Amsterdam,Netherlands,"Merlijnstraat 12-3, Amsterdam, Netherlands",52.3793417,4.8543343,bos en lommer
Hertspieghelweg,16-3,https://www.funda.nl/detail/koop/amsterdam/appartement-hertspieghelweg-16-3/43961806/,49,415000.0,8469.39,Amsterdam,Netherlands,"Hertspieghelweg 16-3, Amsterdam, Netherlands",52.3803927,4.8522656,bos en lommer
Bos En Lommerplantsoen,13-f,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-13-f/43952083/,31,245000.0,7903.23,Amsterdam,Netherlands,"Bos En Lommerplantsoen 13-f, Amsterdam, Netherlands",52.3766679,4.8444036,bos en lommer
Admiraal De Ruijterweg,480-3,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-480-3/43929051/,69,495000.0,7173.91,Amsterdam,Netherlands,"Admiraal De Ruijterweg 480-3, Amsterdam, Netherlands",52.3846152,4.8479403,bos en lommer
Vespuccistraat,49-h,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-49-h/43926866/,56,450000.0,8035.71,Amsterdam,Netherlands,"Vespuccistraat 49-h, Amsterdam, Netherlands",52.3709781,4.8533034,erasmusbuurt
Potgieterstraat,73-4,https://www.funda.nl/detail/koop/amsterdam/appartement-potgieterstraat-73-4/43914431/,50,495000.0,9900.0,Amsterdam,Netherlands,"Potgieterstraat 73-4, Amsterdam, Netherlands",52.3688922,4.8713012,amsterdam-west
Orteliusstraat,292-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-292-2/43916190/,52,500000.0,9615.38,Amsterdam,Netherlands,"Orteliusstraat 292-2, Amsterdam, Netherlands",52.3728951,4.8479211,erasmusbuurt
Van Der Duijnstraat,37,https://www.funda.nl/detail/koop/amsterdam/appartement-van-der-duijnstraat-37/43902261/,38,320000.0,8421.05,Amsterdam,Netherlands,"Van Der Duijnstraat 37, Amsterdam, Netherlands",52.38453,4.8773912,staatsliedenbuurt
Postjesweg,369,https://www.funda.nl/detail/koop/amsterdam/appartement-postjesweg-369/43907703/,68,369000.0,5426.47,Amsterdam,Netherlands,"Postjesweg 369, Amsterdam, Netherlands",52.3637143,4.8372116,postjesweg
Jan Haringstraat,9-h,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-haringstraat-9-h/43999304/,54,475000.0,8796.3,Amsterdam,Netherlands,"Jan Haringstraat 9-h, Amsterdam, Netherlands",52.3760995,4.8609664,erasmusbuurt
Bestevaerstraat,154-3,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-154-3/43998954/,47,400000.0,8510.64,Amsterdam,Netherlands,"Bestevaerstraat 154-3, Amsterdam, Netherlands",52.3779684,4.8587713,bos en lommer
Derde Hugo De Grootstraat,27-h,https://www.funda.nl/detail/koop/amsterdam/appartement-derde-hugo-de-grootstraat-27-h/43974616/,42,395000.0,9404.76,Amsterdam,Netherlands,"Derde Hugo De Grootstraat 27-h, Amsterdam, Netherlands",52.3738612,4.8710959,frederik hendrik buurt
Spaarndammerstraat,119-2v,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-119-2v/43836008/,24,280000.0,11666.67,Amsterdam,Netherlands,"Spaarndammerstraat 119-2v, Amsterdam, Netherlands",52.3907435,4.8781124,spaarndammerbuurt
Goudsbloemstraat,32-1,https://www.funda.nl/detail/koop/amsterdam/appartement-goudsbloemstraat-32-1/43861846/,43,430000.0,10000.0,Amsterdam,Netherlands,"Goudsbloemstraat 32-1, Amsterdam, Netherlands",52.3809792,4.8856568,jordaan
Orteliusstraat,325-1,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-325-1/43867870/,52,375000.0,7211.54,Amsterdam,Netherlands,"Orteliusstraat 325-1, Amsterdam, Netherlands",52.3736196,4.8471484,erasmusbuurt
Assendelftstraat,21,https://www.funda.nl/detail/koop/amsterdam/appartement-assendelftstraat-21/43926006/,66,450000.0,6818.18,Amsterdam,Netherlands,"Assendelftstraat 21, Amsterdam, Netherlands",52.3889139,4.8792214,spaarndammerbuurt
Rombout Hogerbeetsstraat,28-2,https://www.funda.nl/detail/koop/amsterdam/appartement-rombout-hogerbeetsstraat-28-2/43902794/,46,365000.0,7934.78,Amsterdam,Netherlands,"Rombout Hogerbeetsstraat 28-2, Amsterdam, Netherlands",52.3776107,4.8734762,frederik hendrik buurt
Willem De Zwijgerlaan,121-2,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-121-2/43974574/,52,399000.0,7673.08,Amsterdam,Netherlands,"Willem De Zwijgerlaan 121-2, Amsterdam, Netherlands",52.3738968,4.8628431,erasmusbuurt
Nieuwezijds Voorburgwal,344-3,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwezijds-voorburgwal-344-3/43937581/,49,425000.0,8673.47,Amsterdam,Netherlands,"Nieuwezijds Voorburgwal 344-3, Amsterdam, Netherlands",52.3691145,4.8891073,centrum
Korte Geuzenstraat,700,https://www.funda.nl/detail/koop/amsterdam/appartement-korte-geuzenstraat-700/43907228/,10,125000.0,12500.0,Amsterdam,Netherlands,"Korte Geuzenstraat 700, Amsterdam, Netherlands",52.3709404,4.8649926,erasmusbuurt
Lindengracht,55-c,https://www.funda.nl/detail/koop/amsterdam/appartement-lindengracht-55-c/43984187/,41,410000.0,10000.0,Amsterdam,Netherlands,"Lindengracht 55-c, Amsterdam, Netherlands",52.3803074,4.8862663,jordaan
Admiraal De Ruijterweg,274-1,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-274-1/43908621/,72,485000.0,6736.11,Amsterdam,Netherlands,"Admiraal De Ruijterweg 274-1, Amsterdam, Netherlands",52.3794061,4.8567271,bos en lommer
Kinkerstraat,114-4,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-114-4/43053423/,28,325000.0,11607.14,Amsterdam,Netherlands,"Kinkerstraat 114-4, Amsterdam, Netherlands",52.3668113,4.8702395,amsterdam-west
Marcantilaan,288,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-288/43944138/,41,385000.0,9390.24,Amsterdam,Netherlands,"Marcantilaan 288, Amsterdam, Netherlands",52.3742361,4.8682437,Unknown
Hoofdweg,140-a,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-140-a/43947463/,55,498000.0,9054.55,Amsterdam,Netherlands,"Hoofdweg 140-a, Amsterdam, Netherlands",52.3645573,4.8534634,baarsjes
Spuistraat,214-2,https://www.funda.nl/detail/koop/amsterdam/appartement-spuistraat-214-2/43934541/,50,475000.0,9500.0,Amsterdam,Netherlands,"Spuistraat 214-2, Amsterdam, Netherlands",52.3705648,4.889145,centrum
Orteliuskade,65-1,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliuskade-65-1/43933596/,57,485000.0,8508.77,Amsterdam,Netherlands,"Orteliuskade 65-1, Amsterdam, Netherlands",52.369035,4.8489369,baarsjes
Bilderdijkstraat,209-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-209-1/43933421/,45,450000.0,10000.0,Amsterdam,Netherlands,"Bilderdijkstraat 209-1, Amsterdam, Netherlands",52.3660246,4.8733019,amsterdam-west
Marnixstraat,93-e,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-93-e/43932265/,41,405000.0,9878.05,Amsterdam,Netherlands,"Marnixstraat 93-e, Amsterdam, Netherlands",52.3816715,4.8814924,jordaan
Reinier Claeszenstraat,6-1,https://www.funda.nl/detail/koop/amsterdam/appartement-reinier-claeszenstraat-6-1/43930580/,54,400000.0,7407.41,Amsterdam,Netherlands,"Reinier Claeszenstraat 6-1, Amsterdam, Netherlands",52.3715408,4.862548,erasmusbuurt
Kinkerstraat,352-c,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-352-c/43935549/,44,425000.0,9659.09,Amsterdam,Netherlands,"Kinkerstraat 352-c, Amsterdam, Netherlands",52.364743,4.8618649,amsterdam-west
Robert Scottstraat,16-2,https://www.funda.nl/detail/koop/amsterdam/appartement-robert-scottstraat-16-2/43922102/,79,490000.0,6202.53,Amsterdam,Netherlands,"Robert Scottstraat 16-2, Amsterdam, Netherlands",52.3730068,4.8468184,erasmusbuurt
Douwes Dekkerstraat,17,https://www.funda.nl/detail/koop/amsterdam/appartement-douwes-dekkerstraat-17/43926322/,62,499000.0,8048.39,Amsterdam,Netherlands,"Douwes Dekkerstraat 17, Amsterdam, Netherlands",52.3686805,4.8661205,amsterdam-west
Orteliusstraat,351-1,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-351-1/43926492/,54,475000.0,8796.3,Amsterdam,Netherlands,"Orteliusstraat 351-1, Amsterdam, Netherlands",52.3742921,4.8468025,erasmusbuurt
Griseldestraat,16-2,https://www.funda.nl/detail/koop/amsterdam/appartement-griseldestraat-16-2/43925021/,57,450000.0,7894.74,Amsterdam,Netherlands,"Griseldestraat 16-2, Amsterdam, Netherlands",52.3765773,4.8492567,bos en lommer
Marnixstraat,263-2a,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-263-2a/43925963/,26,310000.0,11923.08,Amsterdam,Netherlands,"Marnixstraat 263-2a, Amsterdam, Netherlands",52.375209,4.8772197,jordaan
Bonaireplein,12-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bonaireplein-12-2/43913210/,51,450000.0,8823.53,Amsterdam,Netherlands,"Bonaireplein 12-2, Amsterdam, Netherlands",52.3613991,4.8556652,baarsjes
Burgemeester Cramergracht,154,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-cramergracht-154/43910039/,74,395000.0,5337.84,Amsterdam,Netherlands,"Burgemeester Cramergracht 154, Amsterdam, Netherlands",52.3743179,4.8329248,Unknown
Nachtwachtlaan,357,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-357/43904113/,59,435000.0,7372.88,Amsterdam,Netherlands,"Nachtwachtlaan 357, Amsterdam, Netherlands",52.3629725,4.8439893,baarsjes
Egelantiersgracht,31-2,https://www.funda.nl/detail/koop/amsterdam/appartement-egelantiersgracht-31-2/43904816/,37,350000.0,9459.46,Amsterdam,Netherlands,"Egelantiersgracht 31-2, Amsterdam, Netherlands",52.3761775,4.8830678,jordaan
De Wittenkade,95-2,https://www.funda.nl/detail/koop/amsterdam/appartement-de-wittenkade-95-2/43902162/,46,450000.0,9782.61,Amsterdam,Netherlands,"De Wittenkade 95-2, Amsterdam, Netherlands",52.3832007,4.877627,staatsliedenbuurt
Freek Oxstraat,17-3,https://www.funda.nl/detail/koop/amsterdam/appartement-freek-oxstraat-17-3/43909710/,57,325000.0,5701.75,Amsterdam,Netherlands,"Freek Oxstraat 17-3, Amsterdam, Netherlands",52.3793135,4.8288384,Unknown
Borgerstraat,210-1,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-210-1/43909793/,44,395000.0,8977.27,Amsterdam,Netherlands,"Borgerstraat 210-1, Amsterdam, Netherlands",52.3641232,4.861931,amsterdam-west
Kanaalstraat,98-b,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-98-b/43908714/,23,295000.0,12826.09,Amsterdam,Netherlands,"Kanaalstraat 98-b, Amsterdam, Netherlands",52.3621925,4.8630592,amsterdam-west
Orteliuskade,43-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliuskade-43-2/43906098/,56,500000.0,8928.57,Amsterdam,Netherlands,"Orteliuskade 43-2, Amsterdam, Netherlands",52.3676359,4.8495707,baarsjes
Kanaalstraat,69-h,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-69-h/43998141/,24,235000.0,9791.67,Amsterdam,Netherlands,"Kanaalstraat 69-h, Amsterdam, Netherlands",52.3623636,4.8645512,amsterdam-west
Dirk Bonsstraat,2-1,https://www.funda.nl/detail/koop/amsterdam/appartement-dirk-bonsstraat-2-1/43984257/,48,325000.0,6770.83,Amsterdam,Netherlands,"Dirk Bonsstraat 2-1, Amsterdam, Netherlands",52.3787857,4.8350573,Unknown
Spitsbergenstraat,48,https://www.funda.nl/detail/koop/amsterdam/appartement-spitsbergenstraat-48/43983198/,75,500000.0,6666.67,Amsterdam,Netherlands,"Spitsbergenstraat 48, Amsterdam, Netherlands",52.3898891,4.8800619,spaarndammerbuurt
Baffinstraat,7-2,https://www.funda.nl/detail/koop/amsterdam/appartement-baffinstraat-7-2/43983793/,52,475000.0,9134.62,Amsterdam,Netherlands,"Baffinstraat 7-2, Amsterdam, Netherlands",52.3687358,4.8542854,baarsjes
De Clercqstraat,26-4,https://www.funda.nl/detail/koop/amsterdam/appartement-de-clercqstraat-26-4/43987605/,35,325000.0,9285.71,Amsterdam,Netherlands,"De Clercqstraat 26-4, Amsterdam, Netherlands",52.3713923,4.8716387,amsterdam-west
Joan Melchior Kemperstraat,56,https://www.funda.nl/detail/koop/amsterdam/appartement-joan-melchior-kemperstraat-56/43986203/,44,375000.0,8522.73,Amsterdam,Netherlands,"Joan Melchior Kemperstraat 56, Amsterdam, Netherlands",52.3850283,4.8741686,staatsliedenbuurt
Eerste Constantijn Huygensstraat,113-b,https://www.funda.nl/detail/koop/amsterdam/appartement-eerste-constantijn-huygensstraat-113-b/43974788/,54,485000.0,8981.48,Amsterdam,Netherlands,"Eerste Constantijn Huygensstraat 113-b, Amsterdam, Netherlands",52.362207,4.875886,Unknown
Kinkerstraat,358-4,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-358-4/43971748/,49,450000.0,9183.67,Amsterdam,Netherlands,"Kinkerstraat 358-4, Amsterdam, Netherlands",52.3646978,4.8616743,amsterdam-west
Bestevaerstraat,158-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-158-2/43976038/,47,430000.0,9148.94,Amsterdam,Netherlands,"Bestevaerstraat 158-2, Amsterdam, Netherlands",52.378076,4.8587553,bos en lommer
Bos En Lommerweg,347-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerweg-347-1/43951319/,79,495000.0,6265.82,Amsterdam,Netherlands,"Bos En Lommerweg 347-1, Amsterdam, Netherlands",52.3780254,4.8475501,bos en lommer
Nieuwpoortstraat,86-a19,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-86-a19/43955333/,49,439000.0,8959.18,Amsterdam,Netherlands,"Nieuwpoortstraat 86-a19, Amsterdam, Netherlands",52.3842535,4.8575384,bos en lommer
Burgemeester Hogguerstraat,499,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-499/43824789/,44,330000.0,7500.0,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 499, Amsterdam, Netherlands",52.3722175,4.8293093,Unknown
Baarsjesweg,257-2,https://www.funda.nl/detail/koop/amsterdam/appartement-baarsjesweg-257-2/43811804/,60,499000.0,8316.67,Amsterdam,Netherlands,"Baarsjesweg 257-2, Amsterdam, Netherlands",52.3613504,4.8568841,baarsjes
Van Beuningenstraat,144-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-beuningenstraat-144-3/43801097/,50,435000.0,8700.0,Amsterdam,Netherlands,"Van Beuningenstraat 144-3, Amsterdam, Netherlands",52.3820783,4.8736443,staatsliedenbuurt
Erasmusgracht,25-3,https://www.funda.nl/detail/koop/amsterdam/appartement-erasmusgracht-25-3/43888528/,65,495000.0,7615.38,Amsterdam,Netherlands,"Erasmusgracht 25-3, Amsterdam, Netherlands",52.3749729,4.8463978,erasmusbuurt
Van Rensselaerstraat,9-1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-rensselaerstraat-9-1/43706517/,48,375000.0,7812.5,Amsterdam,Netherlands,"Van Rensselaerstraat 9-1, Amsterdam, Netherlands",52.3621418,4.8569923,baarsjes
Kinkerstraat,69-4v,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-69-4v/43059822/,32,315000.0,9843.75,Amsterdam,Netherlands,"Kinkerstraat 69-4v, Amsterdam, Netherlands",52.3670057,4.8718361,amsterdam-west
Geuzenkade,20-1,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-20-1/43056525/,52,500000.0,9615.38,Amsterdam,Netherlands,"Geuzenkade 20-1, Amsterdam, Netherlands",52.371843,4.8658484,erasmusbuurt
Van Boetzelaerstraat,24-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-boetzelaerstraat-24-3/43055105/,62,495000.0,7983.87,Amsterdam,Netherlands,"Van Boetzelaerstraat 24-3, Amsterdam, Netherlands",52.3827186,4.8740924,staatsliedenbuurt
Kijkduinstraat,47-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-47-1/43055472/,52,400000.0,7692.31,Amsterdam,Netherlands,"Kijkduinstraat 47-1, Amsterdam, Netherlands",52.3820875,4.853405,bos en lommer
Borgerstraat,203-1,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-203-1/43942064/,45,425000.0,9444.44,Amsterdam,Netherlands,"Borgerstraat 203-1, Amsterdam, Netherlands",52.3639809,4.8622704,amsterdam-west
Bonairestraat,58-h,https://www.funda.nl/detail/koop/amsterdam/appartement-bonairestraat-58-h/43946477/,54,450000.0,8333.33,Amsterdam,Netherlands,"Bonairestraat 58-h, Amsterdam, Netherlands",52.3614967,4.8554296,baarsjes
Eerste Helmersstraat,29-2,https://www.funda.nl/detail/koop/amsterdam/appartement-eerste-helmersstraat-29-2/43921986/,57,479000.0,8403.51,Amsterdam,Netherlands,"Eerste Helmersstraat 29-2, Amsterdam, Netherlands",52.3637194,4.8764558,amsterdam-west
Planciusstraat,19-e4,https://www.funda.nl/detail/koop/amsterdam/appartement-planciusstraat-19-e4/43929537/,29,335000.0,11551.72,Amsterdam,Netherlands,"Planciusstraat 19-e4, Amsterdam, Netherlands",52.3871878,4.885354,houthavens
Korte Geuzenstraat,403,https://www.funda.nl/detail/koop/amsterdam/appartement-korte-geuzenstraat-403/43928269/,30,300000.0,10000.0,Amsterdam,Netherlands,"Korte Geuzenstraat 403, Amsterdam, Netherlands",52.3708945,4.8649369,erasmusbuurt
Elckerlijcstraat,46-2,https://www.funda.nl/detail/koop/amsterdam/appartement-elckerlijcstraat-46-2/43928103/,54,385000.0,7129.63,Amsterdam,Netherlands,"Elckerlijcstraat 46-2, Amsterdam, Netherlands",52.377245,4.8478682,bos en lommer
Lange Leidsedwarsstraat,9-a,https://www.funda.nl/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-9-a/43911331/,58,359000.0,6189.66,Amsterdam,Netherlands,"Lange Leidsedwarsstraat 9-a, Amsterdam, Netherlands",52.3645421,4.88389,Unknown
Roggeveenstraat,109,https://www.funda.nl/detail/koop/amsterdam/appartement-roggeveenstraat-109/43915349/,34,300000.0,8823.53,Amsterdam,Netherlands,"Roggeveenstraat 109, Amsterdam, Netherlands",52.389658,4.887013,houthavens
Kanaalstraat,197-h,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-197-h/43915528/,50,495000.0,9900.0,Amsterdam,Netherlands,"Kanaalstraat 197-h, Amsterdam, Netherlands",52.3606162,4.8574952,Unknown
Bloys Van Treslongstraat,21-h,https://www.funda.nl/detail/koop/amsterdam/appartement-bloys-van-treslongstraat-21-h/43904140/,56,475000.0,8482.14,Amsterdam,Netherlands,"Bloys Van Treslongstraat 21-h, Amsterdam, Netherlands",52.3755978,4.8613842,erasmusbuurt
Heer Halewijnstraat,19-1,https://www.funda.nl/detail/koop/amsterdam/appartement-heer-halewijnstraat-19-1/43902970/,56,450000.0,8035.71,Amsterdam,Netherlands,"Heer Halewijnstraat 19-1, Amsterdam, Netherlands",52.3778235,4.8545578,bos en lommer
Marnixstraat,277-e,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-277-e/43900080/,24,275000.0,11458.33,Amsterdam,Netherlands,"Marnixstraat 277-e, Amsterdam, Netherlands",52.3749103,4.8770365,jordaan
James Cookstraat,20-2,https://www.funda.nl/detail/koop/amsterdam/appartement-james-cookstraat-20-2/43992306/,48,425000.0,8854.17,Amsterdam,Netherlands,"James Cookstraat 20-2, Amsterdam, Netherlands",52.3717651,4.8524135,erasmusbuurt
Gillis Van Ledenberchstraat,77-3,https://www.funda.nl/detail/koop/amsterdam/appartement-gillis-van-ledenberchstraat-77-3/43998175/,53,425000.0,8018.87,Amsterdam,Netherlands,"Gillis Van Ledenberchstraat 77-3, Amsterdam, Netherlands",52.3763737,4.8721542,frederik hendrik buurt
Wilhelminastraat,180-2,https://www.funda.nl/detail/koop/amsterdam/appartement-wilhelminastraat-180-2/43997766/,46,425000.0,9239.13,Amsterdam,Netherlands,"Wilhelminastraat 180-2, Amsterdam, Netherlands",52.3607691,4.8594896,amsterdam-west
Brederodestraat,59-2,https://www.funda.nl/detail/koop/amsterdam/appartement-brederodestraat-59-2/43953388/,48,450000.0,9375.0,Amsterdam,Netherlands,"Brederodestraat 59-2, Amsterdam, Netherlands",52.3614234,4.8652662,amsterdam-west
Wilhelminastraat,9-h,https://www.funda.nl/detail/koop/amsterdam/appartement-wilhelminastraat-9-h/43832700/,53,450000.0,8490.57,Amsterdam,Netherlands,"Wilhelminastraat 9-h, Amsterdam, Netherlands",52.3623468,4.8668554,amsterdam-west
Borgerstraat,129-d,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-129-d/43832558/,55,450000.0,8181.82,Amsterdam,Netherlands,"Borgerstraat 129-d, Amsterdam, Netherlands",52.3645386,4.864422,amsterdam-west
Nassaukade,372-4a,https://www.funda.nl/detail/koop/amsterdam/appartement-nassaukade-372-4a/43831134/,30,300000.0,10000.0,Amsterdam,Netherlands,"Nassaukade 372-4a, Amsterdam, Netherlands",52.3653812,4.8783888,Unknown
