python_file,url,full_adres,city,price,area,num_rooms,available
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-nieuwe-keizersgracht-31-h/,Nieuwe Keizersgracht 31 H in Amsterdam,Amsterdam,2785000.0,342.0,12.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-tilanusstraat-73-h/,Tilanusstraat 73 H in Amsterdam,Amsterdam,690000.0,79.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-arubastraat-3-2/,Arubastraat 3-2 in Amsterdam,Amsterdam,925000.0,120.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-palmgracht-4-1/,Palmgracht 4-1 in Amsterdam,Amsterdam,460000.0,48.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-ceintuurbaan-203-3/,Ceintuurbaan 203-3 in Amsterdam,Amsterdam,1150000.0,145.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-lomanstraat-61-h/,Lomanstraat 61 H in Amsterdam,Amsterdam,1250000.0,115.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-hectorstraat-32-1/,Hectorstraat 32-1 in Amsterdam,Amsterdam,500000.0,58.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-nieuwevaartweg-47/,Nieuwevaartweg 47 in Amsterdam,Amsterdam,800000.0,86.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-insulindeweg-57-c/,Insulindeweg 57 C in Amsterdam,Amsterdam,599000.0,91.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-johannes-worpstraat-51-1/,Johannes Worpstraat 51-1 in Amsterdam,Amsterdam,750000.0,96.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-tweede-hugo-de-grootstraat-42-4/,Tweede Hugo de Grootstraat 42-4 in Amsterdam,Amsterdam,600000.0,67.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-utrechtsedwarsstraat-126-h/,Utrechtsedwarsstraat 126 H in Amsterdam,Amsterdam,587500.0,65.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-geuzenkade-60-3/,Geuzenkade 60-3 in Amsterdam,Amsterdam,450000.0,49.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-ijdok-103/,IJdok 103 in Amsterdam,Amsterdam,1400000.0,137.0,4.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-admiraal-de-ruijterweg-126-h/,Admiraal De Ruijterweg 126 H in Amsterdam,Amsterdam,1325000.0,163.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-geuzenkade-71-2/,Geuzenkade 71-2 in Amsterdam,Amsterdam,435000.0,49.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/abcoude-lindewetering-13/,Lindewetering 13 in Abcoude,Abcoude,1595000.0,230.0,8.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/weesp-fort-rhijnauwenstraat-70/,Fort Rhijnauwenstraat 70 in Weesp,Weesp,875000.0,148.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-marnixstraat-48-1r/,Marnixstraat 48 1R in Amsterdam,Amsterdam,485000.0,92.0,4.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-olympiaweg-87-a/,Olympiaweg 87 A in Amsterdam,Amsterdam,500000.0,57.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-eerste-goudsbloemdwarsstraat-6-1/,Eerste Goudsbloemdwarsstraat 6-1 in Amsterdam,Amsterdam,875000.0,116.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-valeriusstraat-179-h/,Valeriusstraat 179 H in Amsterdam,Amsterdam,1500000.0,131.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-van-breestraat-183-a/,Van Breestraat 183 A in Amsterdam,Amsterdam,2450000.0,160.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-gerrit-van-der-veenstraat-58-2/,Gerrit van der Veenstraat 58-2 in Amsterdam,Amsterdam,1375000.0,136.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-kribbestraat-59-2/,Kribbestraat 59-2 in Amsterdam,Amsterdam,900000.0,113.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-willemsparkweg-64-h/,Willemsparkweg 64 H in Amsterdam,Amsterdam,2495000.0,252.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-geuzenstraat-41-h/,Geuzenstraat 41 H in Amsterdam,Amsterdam,385000.0,39.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-helmholtzstraat-68-1/,Helmholtzstraat 68-1 in Amsterdam,Amsterdam,525000.0,63.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-newtonstraat-5-1/,Newtonstraat 5-1 in Amsterdam,Amsterdam,940000.0,135.0,7.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-herengracht-88-a/,Herengracht 88 A in Amsterdam,Amsterdam,90000.0,,0.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-hondecoeterstraat-14-a/,Hondecoeterstraat 14 A in Amsterdam,Amsterdam,5475000.0,331.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-linnaeusparkweg-116-1/,Linnaeusparkweg 116-1 in Amsterdam,Amsterdam,635000.0,71.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-baarsjesweg-144-c/,Baarsjesweg 144 C in Amsterdam,Amsterdam,795000.0,107.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-jacob-obrechtstraat-24-2/,Jacob Obrechtstraat 24-2 in Amsterdam,Amsterdam,975000.0,98.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-barentszstraat-232/,Barentszstraat 232 in Amsterdam,Amsterdam,515000.0,67.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/diemen-maanzaaderf-24/,Maanzaaderf 24 in Diemen,Diemen,650000.0,120.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-waverstraat-2-1/,Waverstraat 2-1 in Amsterdam,Amsterdam,450000.0,56.0,2.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-van-eeghenstraat-18-2/,Van Eeghenstraat 18-2 in Amsterdam,Amsterdam,1400000.0,141.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-jacob-catskade-52-3/,Jacob Catskade 52-3 in Amsterdam,Amsterdam,895000.0,99.0,4.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-van-breestraat-73-c/,Van Breestraat 73 C in Amsterdam,Amsterdam,865000.0,60.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-van-breestraat-73-d/,Van Breestraat 73 D in Amsterdam,Amsterdam,895000.0,64.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-rooseveltlaan-97-1/,Rooseveltlaan 97-1 in Amsterdam,Amsterdam,925000.0,115.0,5.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-ruysdaelstraat-49-b-5/,Ruysdaelstraat 49 B 5 in Amsterdam,Amsterdam,100000.0,,0.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-woestduinstraat-53-1/,Woestduinstraat 53-1 in Amsterdam,Amsterdam,500000.0,60.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-insulindeweg-9-a/,Insulindeweg 9 A in Amsterdam,Amsterdam,700000.0,98.0,4.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-karthuizersstraat-22/,Karthuizersstraat 22 in Amsterdam,Amsterdam,1390000.0,172.0,8.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-graaf-florisstraat-15-3/,Graaf Florisstraat 15-3 in Amsterdam,Amsterdam,1100000.0,129.0,3.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-kinkerstraat-284-h/,Kinkerstraat 284 H in Amsterdam,Amsterdam,1995000.0,470.0,20.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/vlieland-duinkersoord-29-a/,Duinkersoord 29 A in Vlieland,Vlieland,985000.0,72.0,4.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-nieuwe-spiegelstraat-46-h/,Nieuwe Spiegelstraat 46 H in Amsterdam,Amsterdam,1500000.0,137.0,6.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-staalkade-4-a/,Staalkade 4 A in Amsterdam,Amsterdam,4250000.0,366.0,11.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/amsterdam-staalkade-4-b/,Staalkade 4 B in Amsterdam,Amsterdam,4250000.0,366.0,11.0,Beschikbaar
degraaf.py,https://www.degraafengroot.nl/koop/overveen-zeeweg-124/,Zeeweg 124 in Overveen,Overveen,695000.0,96.0,3.0,Beschikbaar
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9052642-Pandorinastraat-2/,Pandorinastraat 2 in Amsterdam 1035 VR,Amsterdam,675000.0,107.0,5.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9019738-Ridderspoorweg-70/,Ridderspoorweg 70 in Amsterdam 1032 LL,Amsterdam,650000.0,86.0,3.0,Beschikbaar
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8802321-Aurikelstraat-7/,Aurikelstraat 7 in Amsterdam 1032 AP,Amsterdam,445000.0,73.0,3.0,Onder bod
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9109630-Gedempte-Insteekhaven-21/,Gedempte Insteekhaven 21 in Amsterdam 1021 PM,Amsterdam,350000.0,42.0,2.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9114616-Wognumerstraat-44/,Wognumerstraat 44 in Amsterdam 1023 CK,Amsterdam,500000.0,60.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9052218-Van-Noordtkade-30E/,Van Noordtkade 30 E in Amsterdam 1013 BZ,Amsterdam,695000.0,104.0,3.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-6110068-Begoniastraat-29A/,Begoniastraat 29 A in Amsterdam 1031 GL,Amsterdam,595000.0,72.0,3.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8888257-Ibrahim-Moustafapad-13/,Ibrahim Moustafapad 13 in Amsterdam 1034 WD,Amsterdam,445000.0,87.0,3.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9030438-Sneeuwbalstraat-84/,Sneeuwbalstraat 84 in Amsterdam 1032 HB,Amsterdam,660000.0,114.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8918085-Latherusstraat-98/,Latherusstraat 98 in Amsterdam 1032 EE,Amsterdam,675000.0,79.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8046807-Nigellestraat-96/,Nigellestraat 96 in Amsterdam 1032 BR,Amsterdam,745000.0,102.0,5.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8861337-Hoopende-Swaen-20/,Hoopende Swaen 20 in Amsterdam 1035 RT,Amsterdam,765000.0,124.0,7.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8588833-Nieuwendammerdijk-425/,Nieuwendammerdijk 425 in Amsterdam 1023 BM,Amsterdam,1300000.0,128.0,5.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8154639-Poolsterstraat-2/,Poolsterstraat 2 in Amsterdam 1033 CE,Amsterdam,435000.0,55.0,3.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-7856419-Sandwijk-55/,Sandwijk 55 in Amsterdam 1035 LA,Amsterdam,825000.0,166.0,7.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8849133-Jisperveldstraat-268/,Jisperveldstraat 268 in Amsterdam 1024 AN,Amsterdam,375000.0,85.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-5252421-Latherusstraat-134/,Latherusstraat 134 in Amsterdam 1032 EH,Amsterdam,445000.0,72.0,3.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8800193-Pandorinastraat-8/,Pandorinastraat 8 in Amsterdam 1035 VR,Amsterdam,495000.0,73.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8684899-Hoornsestraat-59/,Hoornsestraat 59 in Amsterdam 1023 VZ,Amsterdam,695000.0,105.0,5.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8773143-Hoopende-Swaen-60/,Hoopende Swaen 60 in Amsterdam 1035 RT,Amsterdam,825000.0,137.0,6.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8722669-Beloegastraat-22/,Beloegastraat 22 in Amsterdam 1035 JD,Amsterdam,550000.0,136.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8703175-Loenermark-578/,Loenermark 578 in Amsterdam 1025 TZ,Amsterdam,425000.0,95.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8680381-Ranonkelkade-38/,Ranonkelkade 38 in Amsterdam 1031 XT,Amsterdam,995000.0,133.0,7.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8616175-IJburglaan-421/,IJburglaan 421 in Amsterdam 1086 ZJ,Amsterdam,550000.0,92.0,3.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8597211-Het-Breed-709/,Het Breed 709 in Amsterdam 1025 JA,Amsterdam,435000.0,102.0,4.0,Verkocht
dehaas.py,https://www.dehaasmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8588535-Kievitstraat-1A/,Kievitstraat 1 A in Amsterdam 1021 VC,Amsterdam,550000.0,84.0,4.0,Verkocht
dehuizenbemiddelaar.py,https://www.dehuizenbemiddelaar.nl/tekoop/almere/bovenwoning-kopen-almere-d2d36a,Koperslagerhof 35 in 1315 BX Almere,1315 BX Almere,,96.0,4.0,Beschikbaar
dehuizenbemiddelaar.py,https://www.dehuizenbemiddelaar.nl/tekoop/almere/eengezinswoning-kopen-almere-605303,Pieter Van Damstraat 58 in 1335 PH Almere,1335 PH Almere,,124.0,5.0,Beschikbaar
dehuizenbemiddelaar.py,https://www.dehuizenbemiddelaar.nl/tekoop/amsterdam/bovenwoning-kopen-amsterdam-587ef7,Warmondstraat 193-2 in 1058 KX Amsterdam,1058 KX Amsterdam,,50.0,3.0,Beschikbaar
dehuizenbemiddelaar.py,https://www.dehuizenbemiddelaar.nl/tekoop/almere/eengezinswoning-kopen-almere-f72de7,Hollywoodlaan 92 in 1325 HT Almere,1325 HT Almere,,98.0,4.0,Beschikbaar
dehuizenbemiddelaar.py,https://www.dehuizenbemiddelaar.nl/tekoop/amsterdam/bovenwoning-kopen-amsterdam-4cb486,Rinus Michelslaan 199 in 1061 MB Amsterdam,1061 MB Amsterdam,,51.0,2.0,Onder bod
dehuizenbemiddelaar.py,https://www.dehuizenbemiddelaar.nl/tekoop/castricum/benedenwoning-kopen-castricum-798ba6,Cieweg 10 in 1901 GH Castricum,1901 GH Castricum,,82.2,4.0,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/borgerstraat-119-amsterdam/,Borgerstraat 119 in Amsterdam,Amsterdam,450000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/dijkmeent-103-almere/,Dijkmeent 103 in Almere,Almere,425000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/landstraat-8b-bussum/,Landstraat 8B in Bussum,Bussum,299000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/dorpsstraat-55-loenen-aan-de-vecht/,Dorpsstraat 55 in Vecht,Vecht,435000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/bartholomeus-diazstraat-37-1-amsterdam/,Bartholomeus Diazstraat 371 in Amsterdam,Amsterdam,400000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/vaartweg-190-47-hilversum/,Vaartweg 19047 in Hilversum,Hilversum,275000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/toutenburgstraat-42-amsterdam/,Toutenburgstraat 42 in Amsterdam,Amsterdam,275000.0,,,Beschikbaar
denederlanden.py,https://www.denederlanden.eu/wonen/object/veendijk-17a-ws03-loosdrecht/,Veendijk 17A ws03 in Loosdrecht,Loosdrecht,399000.0,,,Beschikbaar
denuyl.py,https://www.denuylrealestate.com/listings/arent-janszoon-ernststraat-162/,Arent Janszoon Ernststraat 162,Amsterdam,900000.0,126.0,3.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/quellijnstraat-104-3/,Quellijnstraat 104-3,Amsterdam,1095000.0,118.0,2.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/haarlemmermeerstraat-39-1/,Haarlemmermeerstraat 39 1,Amsterdam,675000.0,98.0,2.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/renbaanstraat-86-a/,Renbaanstraat 86 A,Den Haag,360000.0,60.0,1.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/tweede-hugo-de-grootstraat-42-2/,Tweede Hugo de Grootstraat 42-2,Amsterdam,475000.0,54.0,2.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/jan-bulthuisstraat-40-2/,Jan Bulthuisstraat 40,Ouderkerk aan de Amstel,750000.0,138.0,4.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/witte-de-withstraat-148-2/,Witte de Withstraat 148 2,Amsterdam,525000.0,62.0,3.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/mary-van-der-sluisstraat-454/,Mary van der Sluisstraat 454,Amsterdam,450000.0,57.0,1.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/palmgracht-13-h/,Palmgracht 13 H,Amsterdam,525000.0,48.0,1.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/lijnbaansgracht-103-2/,Lijnbaansgracht 103-2,Amsterdam,1195000.0,140.0,,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/insulindeweg-19a/,Insulindeweg 19A,Amsterdam,525000.0,66.0,1.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/nachtwachtlaan-357/,Nachtwachtlaan 357,Amsterdam,435000.0,59.0,1.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/griend-95/,Griend 95,Diemen,375000.0,71.0,2.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/wilhelminastraat-127-2/,Wilhelminastraat 127 2,Amsterdam,475000.0,55.0,1.0,Onder bod
denuyl.py,https://www.denuylrealestate.com/listings/binnenpad-59/,Binnenpad 59,Giethoorn,1175000.0,361.0,,Onder bod
denuyl.py,,,,1175000.0,361.0,,Onder bod
denuyl.py,,,,295000.0,27.0,1.0,Onder bod
denuyl.py,,,,425000.0,47.0,1.0,Onder bod
denuyl.py,,,,650000.0,72.0,2.0,Onder bod
denuyl.py,,,,560000.0,128.0,1.0,Onder bod
denuyl.py,,,,225000.0,69.0,2.0,Onder bod
denuyl.py,,,,425000.0,118.0,,Onder bod
denuyl.py,,,,235000.0,64.0,2.0,Onder bod
denuyl.py,,,,,,,Beschikbaar
denuyl.py,,,,,,,Beschikbaar
denuyl.py,,,,,,,Beschikbaar
denuyl.py,,,,,,,Beschikbaar
deruyter.py,https://deruytermakelaardij.nl/properties/98-Woonhuis-6-Rooms-EUR650000/,"Wolbrantskerkweg 101, Amsterdam",Amsterdam,650000.0,142.0,6.0,Verkocht
deruyter.py,https://deruytermakelaardij.nl/properties/97-Appartement-3-Rooms-1-Bathroom-EUR365000/,"Willem Baerdesenstraat 46, Amsterdam",Amsterdam,365000.0,86.0,3.0,Onder bod
deruyter.py,https://deruytermakelaardij.nl/properties/96-Woonhuis-4-Rooms-EUR510000/,"Philip Vingboonsstraat 19, Amsterdam",Amsterdam,510000.0,84.0,4.0,Onder bod
deruyter.py,https://deruytermakelaardij.nl/properties/95-Woonhuis-5-Rooms-EUR450000/,"Lange Vonder 14, Amsterdam",Amsterdam,450000.0,93.0,5.0,Verkocht
deruyter.py,https://deruytermakelaardij.nl/properties/94-Appartement-4-Rooms-1-Bathroom-EUR379000/,"Grootzeil 135, Amsterdam",Amsterdam,379000.0,91.0,4.0,Beschikbaar
deruyter.py,https://deruytermakelaardij.nl/properties/92-Appartement-4-Rooms-1-Bathroom-EUR325000/,"Cornelis van Vollenhovenstraat 22, Amsterdam",Amsterdam,325000.0,80.0,4.0,Beschikbaar
deruyter.py,https://deruytermakelaardij.nl/properties/90-Appartement-2-Rooms-1-Bathroom-EUR225000/,"Burgemeester De Vlugtlaan 219, Amsterdam",Amsterdam,225000.0,27.0,2.0,Beschikbaar
deruyter.py,https://deruytermakelaardij.nl/properties/87-Appartement-3-Rooms-86-Bathrooms-EUR385000/,"Pieter van der Werfstraat 121, Amsterdam",Amsterdam,385000.0,86.0,3.0,Verkocht
deruyter.py,https://deruytermakelaardij.nl/properties/86-Woonhuis-5-Rooms-EUR390000/,"Kraakstraat 107, Zaandam",Zaandam,390000.0,102.0,5.0,Verkocht
deruyter.py,https://deruytermakelaardij.nl/properties/85-Woonhuis-5-Rooms-EUR525000/,"Kruisherenpad 7, Amsterdam",Amsterdam,525000.0,115.0,5.0,Verkocht
