python_file,url,full_adres,city,price,area,num_rooms,available,street,number_extension,full_address_processed,full_address_streets,latitude,longitude
brummelbroek.py,https://brummelenbeuk.nl/woning/aalsmeer-machineweg-304a/,Aalsmeer – Machineweg 304A,Amsterdam,1450000.0,250.0,,Beschikbaar,Aalsmeer – Machineweg,304A,Aalsmeer – Machineweg 304A Amsterdam,Aalsmeer – Machineweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amstelveen-mr-f-a-van-hallweg-25/,Amstelveen – Mr. F.A. van Hallweg 25,Amsterdam,1275000.0,215.0,,Verkocht,Amstelveen – Mr. F.A. van Hallweg,25,Amstelveen – Mr. F.A. van Hallweg 25 Amsterdam,Amstelveen – Mr. F.A. van Hallweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-bos-en-lommerplantsoen-97h/,Amsterdam – Bos en Lommerplantsoen 97H,Amsterdam,385000.0,51.0,,Verkocht,Amsterdam – Bos en Lommerplantsoen,97H,Amsterdam – Bos en Lommerplantsoen 97H Amsterdam,Amsterdam – Bos en Lommerplantsoen Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-binnenkant-46a/,Amsterdam – Binnenkant 46A,Amsterdam,1150000.0,168.0,,Verkocht,Amsterdam – Binnenkant,46A,Amsterdam – Binnenkant 46A Amsterdam,Amsterdam – Binnenkant Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/zandvoort-sophiaweg-9/,Zandvoort – Sophiaweg 9,Amsterdam,769000.0,147.0,,Verkocht,Zandvoort – Sophiaweg,9,Zandvoort – Sophiaweg 9 Amsterdam,Zandvoort – Sophiaweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-stettineiland-118/,Amsterdam – Stettineiland 118,Amsterdam,1750000.0,178.0,,Verkocht,Amsterdam – Stettineiland,118,Amsterdam – Stettineiland 118 Amsterdam,Amsterdam – Stettineiland Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-purperhoedenveem-24/,Amsterdam – Purperhoedenveem 24,Amsterdam,585000.0,74.0,,Verkocht,Amsterdam – Purperhoedenveem,24,Amsterdam – Purperhoedenveem 24 Amsterdam,Amsterdam – Purperhoedenveem Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-nieuwezijds-voorburgwal-294-1/,Amsterdam – Nieuwezijds Voorburgwal 294-1,Amsterdam,1395000.0,150.0,,Beschikbaar,Amsterdam – Nieuwezijds Voorburgwal,294-1,Amsterdam – Nieuwezijds Voorburgwal 294-1 Amsterdam,Amsterdam – Nieuwezijds Voorburgwal Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amstelveen-handweg-121a/,Amstelveen – Handweg 121A,Amsterdam,2300000.0,,,Beschikbaar,Amstelveen – Handweg,121A,Amstelveen – Handweg 121A Amsterdam,Amstelveen – Handweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-peter-schatstraat-95/,Amsterdam – Peter Schatstraat 95,Amsterdam,1700000.0,158.0,,Verkocht,Amsterdam – Peter Schatstraat,95,Amsterdam – Peter Schatstraat 95 Amsterdam,Amsterdam – Peter Schatstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-wijttenbachstraat-43c/,Amsterdam – Wijttenbachstraat 43C,Amsterdam,550000.0,64.0,,Verkocht,Amsterdam – Wijttenbachstraat,43C,Amsterdam – Wijttenbachstraat 43C Amsterdam,Amsterdam – Wijttenbachstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amstelveen-handweg-121/,Amstelveen – Handweg 121,Amsterdam,4950000.0,350.0,,Beschikbaar,Amstelveen – Handweg,121,Amstelveen – Handweg 121 Amsterdam,Amstelveen – Handweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-stadhouderskade-53-3/,Amsterdam – Stadhouderskade 53-3,Amsterdam,350000.0,32.0,,Verkocht,Amsterdam – Stadhouderskade,53-3,Amsterdam – Stadhouderskade 53-3 Amsterdam,Amsterdam – Stadhouderskade Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/flayosc-385-avenue-francois-dol/,Flayosc – 385 avenue François Dol,Amsterdam,750000.0,200.0,,Beschikbaar,Flayosc –,385 avenue François Dol,Flayosc – 385 avenue François Dol Amsterdam,Flayosc – Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-boerhaaveplein-18-3/,Amsterdam – Boerhaaveplein 18-3,Amsterdam,600000.0,92.0,,Verkocht,Amsterdam – Boerhaaveplein,18-3,Amsterdam – Boerhaaveplein 18-3 Amsterdam,Amsterdam – Boerhaaveplein Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-saxen-weimarlaan-4/,Amsterdam – Saxen-Weimarlaan 4,Amsterdam,675000.0,67.0,,Verkocht,Amsterdam – Saxen-Weimarlaan,4,Amsterdam – Saxen-Weimarlaan 4 Amsterdam,Amsterdam – Saxen-Weimarlaan Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-van-nijenrodeweg-760/,Amsterdam – Van Nijenrodeweg 760,Amsterdam,250000.0,34.0,,Verkocht,Amsterdam – Van Nijenrodeweg,760,Amsterdam – Van Nijenrodeweg 760 Amsterdam,Amsterdam – Van Nijenrodeweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/aalsmeer-hornweg-ong/,Aalsmeer – Hornweg ong,Amsterdam,700000.0,,,Verkocht,Aalsmeer – Hornweg ong,,Aalsmeer – Hornweg ong Amsterdam,Aalsmeer – Hornweg ong Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-rustenburgerstraat-145-3/,Amsterdam – Rustenburgerstraat 145-3,Amsterdam,735000.0,92.0,,Verkocht,Amsterdam – Rustenburgerstraat,145-3,Amsterdam – Rustenburgerstraat 145-3 Amsterdam,Amsterdam – Rustenburgerstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-sarphatistraat-83-1/,Amsterdam – Sarphatistraat 83-1,Amsterdam,695000.0,75.0,,Verkocht,Amsterdam – Sarphatistraat,83-1,Amsterdam – Sarphatistraat 83-1 Amsterdam,Amsterdam – Sarphatistraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-nieuwezijds-voorburgwal-288b/,Amsterdam – Nieuwezijds Voorburgwal 288B,Amsterdam,295000.0,34.0,,Verkocht,Amsterdam – Nieuwezijds Voorburgwal,288B,Amsterdam – Nieuwezijds Voorburgwal 288B Amsterdam,Amsterdam – Nieuwezijds Voorburgwal Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-rosy-wertheimstraat-81/,Amsterdam – Rosy Wertheimstraat 81,Amsterdam,845000.0,83.0,,Verkocht,Amsterdam – Rosy Wertheimstraat,81,Amsterdam – Rosy Wertheimstraat 81 Amsterdam,Amsterdam – Rosy Wertheimstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amstelveen-van-der-veerelaan-38/,Amstelveen – Van der Veerelaan 38,Amsterdam,1075000.0,154.0,,Verkocht,Amstelveen – Van der Veerelaan,38,Amstelveen – Van der Veerelaan 38 Amsterdam,Amstelveen – Van der Veerelaan Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-vaartstraat-2-4/,Amsterdam – Vaartstraat 2-4,Amsterdam,575000.0,62.0,,Verkocht,Amsterdam – Vaartstraat,2-4,Amsterdam – Vaartstraat 2-4 Amsterdam,Amsterdam – Vaartstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-van-nijenrodeweg-683/,Amsterdam – Van Nijenrodeweg 683,Amsterdam,55000.0,,,Verkocht,Amsterdam – Van Nijenrodeweg,683,Amsterdam – Van Nijenrodeweg 683 Amsterdam,Amsterdam – Van Nijenrodeweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-van-nijenrodeweg-759/,Amsterdam – Van Nijenrodeweg 759,Amsterdam,425000.0,87.0,,Verkocht,Amsterdam – Van Nijenrodeweg,759,Amsterdam – Van Nijenrodeweg 759 Amsterdam,Amsterdam – Van Nijenrodeweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-wilhelminastraat-121-4/,Amsterdam – Wilhelminastraat 121-4,Amsterdam,485000.0,60.0,,Verkocht,Amsterdam – Wilhelminastraat,121-4,Amsterdam – Wilhelminastraat 121-4 Amsterdam,Amsterdam – Wilhelminastraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-orteliusstraat-2-2/,Amsterdam – Orteliusstraat 2-2,Amsterdam,900000.0,118.0,,Verkocht,Amsterdam – Orteliusstraat,2-2,Amsterdam – Orteliusstraat 2-2 Amsterdam,Amsterdam – Orteliusstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-van-boshuizenstraat-69/,Amsterdam – Van Boshuizenstraat 69,Amsterdam,300000.0,42.0,,Verkocht,Amsterdam – Van Boshuizenstraat,69,Amsterdam – Van Boshuizenstraat 69 Amsterdam,Amsterdam – Van Boshuizenstraat Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/aalsmeer-hornweg-297/,Aalsmeer – Hornweg 297,Amsterdam,2100000.0,225.0,,Verkocht,Aalsmeer – Hornweg,297,Aalsmeer – Hornweg 297 Amsterdam,Aalsmeer – Hornweg Amsterdam,,
brummelbroek.py,https://brummelenbeuk.nl/woning/amsterdam-sarphatistraat-490/,Amsterdam – Sarphatistraat 490,Amsterdam,595000.0,61.0,,Verkocht,Amsterdam – Sarphatistraat,490,Amsterdam – Sarphatistraat 490 Amsterdam,Amsterdam – Sarphatistraat Amsterdam,52.3610179,4.9063758
brummelbroek.py,https://brummelenbeuk.nl/woning/amstelveen-schepenenlaan-8/,Amstelveen – Schepenenlaan 8,Amsterdam,1350000.0,219.0,,Verkocht,Amstelveen – Schepenenlaan,8,Amstelveen – Schepenenlaan 8 Amsterdam,Amstelveen – Schepenenlaan Amsterdam,,
burgerelkhout.py,https://www.burgerelkerbout.nl/marcusstraat-86-amsterdam-937357ec9b859da3ee4b6aa6732fb3d15efb81,Marcusstraat 86 in Amsterdam,Amsterdam,75.0,,,Verhuurd,Marcusstraat,86,Marcusstraat 86 Amsterdam,Marcusstraat Amsterdam,52.3517209,4.9132289
burgerelkhout.py,https://www.burgerelkerbout.nl/bobeldijk-19-berkhout-9373571a73d87f8a474f189f6602c44217da0f,Bobeldijk 19 in Berkhout,Berkhout,295000.0,96.0,3.0,Verkocht,Bobeldijk,19,Bobeldijk 19 Berkhout,Bobeldijk Berkhout,52.6552549,5.0170123
burgerelkhout.py,https://www.burgerelkerbout.nl/weesperzijde-36-3-amsterdam-937357c34408d465b14b1a972b5effcf5a9d9d,Weesperzijde 36-3 in Amsterdam,Amsterdam,1000000.0,145.0,6.0,Verkocht,Weesperzijde,36-3,Weesperzijde 36-3 Amsterdam,Weesperzijde Amsterdam,52.3563885,4.9072636
burgerelkhout.py,https://www.burgerelkerbout.nl/ehrlichstraat-2-2-amsterdam-937357b0d08e8e34244eccb7cbcbb3b6704de8,Ehrlichstraat 2-2 in Amsterdam,Amsterdam,495000.0,69.0,3.0,Verkocht,Ehrlichstraat,2-2,Ehrlichstraat 2-2 Amsterdam,Ehrlichstraat Amsterdam,52.3509739,4.9406831
burgerelkhout.py,https://www.burgerelkerbout.nl/blasiusstraat-128-3-amsterdam-937357f7ddb9cfc6d34201b43b094b8f8ba96e,Blasiusstraat 128-3 in Amsterdam,Amsterdam,695000.0,84.0,3.0,Verkocht,Blasiusstraat,128-3,Blasiusstraat 128-3 Amsterdam,Blasiusstraat Amsterdam,52.3573994,4.9128164
burgerelkhout.py,https://www.burgerelkerbout.nl/amsteldijk-80-3-amsterdam-937357ddb0cb8fe9114c5a9ce11d1ae29d37bf,Amsteldijk 80-3 in Amsterdam,Amsterdam,650000.0,70.0,3.0,Verkocht,Amsteldijk,80-3,Amsteldijk 80-3 Amsterdam,Amsteldijk Amsterdam,52.3525625,4.9079649
burgerelkhout.py,https://www.burgerelkerbout.nl/funenpark-331-amsterdam-9373571c93b435fc884c26a131a87e62b9ecd2,Funenpark 331 in Amsterdam,Amsterdam,700000.0,89.0,3.0,Verkocht,Funenpark,331,Funenpark 331 Amsterdam,Funenpark Amsterdam,52.3691402,4.9318374
burgerelkhout.py,https://www.burgerelkerbout.nl/omval-411-amsterdam-937357314b7418b5ad4a9e91b38a5d9aac787d,Omval 411 in Amsterdam,Amsterdam,625000.0,100.0,3.0,Verkocht,Omval,411,Omval 411 Amsterdam,Omval Amsterdam,52.3446576,4.9157404
burgerelkhout.py,https://www.burgerelkerbout.nl/bonairestraat-15-2-amsterdam-9373571da9ea22812c4cd798f406299732e3f2,Bonairestraat 15-2 in Amsterdam,Amsterdam,550000.0,67.0,4.0,Verkocht,Bonairestraat,15-2,Bonairestraat 15-2 Amsterdam,Bonairestraat Amsterdam,52.3603095,4.8552084
burgerelkhout.py,https://www.burgerelkerbout.nl/weesperzijde-45-3-amsterdam-9373578bcf7381c1aa444abc402649a31bfc4a,Weesperzijde 45-3 in Amsterdam,Amsterdam,1100000.0,157.0,5.0,Verkocht,Weesperzijde,45-3,Weesperzijde 45-3 Amsterdam,Weesperzijde Amsterdam,52.3556886,4.9075209
burgerelkhout.py,https://www.burgerelkerbout.nl/jan-bernardusstraat-21hr-amsterdam-93735775b52ac372b0497f89b2d367236e169d,Jan Bernardusstraat 21HR in Amsterdam,Amsterdam,400000.0,33.0,2.0,Verkocht,Jan Bernardusstraat,21HR,Jan Bernardusstraat 21HR Amsterdam,Jan Bernardusstraat Amsterdam,52.3500341,4.9137302
burgerelkhout.py,https://www.burgerelkerbout.nl/daniel-stalpertstraat-15-2-amsterdam-93735762e602e4cd304fbb9fc354fecdea9659,Daniel Stalpertstraat 15-2 in Amsterdam,Amsterdam,435000.0,44.0,2.0,Verkocht,Daniel Stalpertstraat,15-2,Daniel Stalpertstraat 15-2 Amsterdam,Daniel Stalpertstraat Amsterdam,52.356443,4.8877985
burgerelkhout.py,https://www.burgerelkerbout.nl/ceramplein-45-amsterdam-9373578d0eb7d1f6ee4d19ba5508b032bbe0ea,Ceramplein 45 in Amsterdam,Amsterdam,890000.0,128.0,4.0,Verkocht,Ceramplein,45,Ceramplein 45 Amsterdam,Ceramplein Amsterdam,52.3631631,4.9411376
burgerelkhout.py,https://www.burgerelkerbout.nl/blasiusstraat-16-2-amsterdam-937357ad364984676e4d9f83b0e5a588e34b3a,Blasiusstraat 16-2 in Amsterdam,Amsterdam,480000.0,62.0,2.0,Verkocht,Blasiusstraat,16-2,Blasiusstraat 16-2 Amsterdam,Blasiusstraat Amsterdam,52.3562207,4.9080433
burgerelkhout.py,https://www.burgerelkerbout.nl/blasiusstraat-56-3-amsterdam-9373570ce9f8e9a00143eca1f0fe4adecf1d03,Blasiusstraat 56-3 in Amsterdam,Amsterdam,900000.0,122.0,4.0,Verkocht,Blasiusstraat,56-3,Blasiusstraat 56-3 Amsterdam,Blasiusstraat Amsterdam,52.3565863,4.9095808
burgerelkhout.py,https://www.burgerelkerbout.nl/burmandwarsstraat-57-amsterdam-937357a99b6aa0755c400eb66c7c8e583b9350,Burmandwarsstraat 57 in Amsterdam,Amsterdam,390000.0,42.0,2.0,Verkocht,Burmandwarsstraat,57,Burmandwarsstraat 57 Amsterdam,Burmandwarsstraat Amsterdam,52.3547133,4.9108631
burgerelkhout.py,https://www.burgerelkerbout.nl/parnassiaveld-131-duivendrecht-937357a4056419a74d4fbb88c683e5bdbd4fc3,Parnassiaveld 131 in Duivendrecht,Duivendrecht,398000.0,78.0,3.0,Verkocht,Parnassiaveld,131,Parnassiaveld 131 Duivendrecht,Parnassiaveld Duivendrecht,52.3278417,4.9342795
burgerelkhout.py,https://www.burgerelkerbout.nl/mauritskade-95b-amsterdam-937357639f8f7bd8954d9ca223122c80ae2a74,Mauritskade 95B in Amsterdam,Amsterdam,1050000.0,146.0,6.0,Verkocht,Mauritskade,95B,Mauritskade 95B Amsterdam,Mauritskade Amsterdam,52.3642208,4.9240626
burgerelkhout.py,https://www.burgerelkerbout.nl/welnastraat-527-amsterdam-9373577cb22641a84041e5b697a771d4e9b9a1,Welnastraat 527 in Amsterdam,Amsterdam,250000.0,29.0,1.0,Verkocht,Welnastraat,527,Welnastraat 527 Amsterdam,Welnastraat Amsterdam,52.3387541,4.9207134
burgerelkhout.py,https://www.burgerelkerbout.nl/eerste-ceramstraat-3-2-amsterdam-9373573cd56ed6141f4bfe87c3780ed3a50f53,Eerste Ceramstraat 3-2 in Amsterdam,Amsterdam,350000.0,43.0,2.0,Verkocht,Eerste Ceramstraat,3-2,Eerste Ceramstraat 3-2 Amsterdam,Eerste Ceramstraat Amsterdam,52.3633582,4.9404559
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/uithoorn/zevenblad/72?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Zevenblad 72 in Uithoorn,Uithoorn,296000.0,54.0,2.0,Beschikbaar,Zevenblad,72,Zevenblad 72 Uithoorn,Zevenblad Uithoorn,52.2477287,4.8175015
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/bankastraat/55-e?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Bankastraat 55E in Amsterdam,Amsterdam,599000.0,67.54,3.0,Beschikbaar,Bankastraat,55E,Bankastraat 55E Amsterdam,Bankastraat Amsterdam,52.3649423,4.9339946
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/silodam/142?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Silodam 142 in Amsterdam,Amsterdam,765000.0,85.0,2.0,Beschikbaar,Silodam,142,Silodam 142 Amsterdam,Silodam Amsterdam,52.3908405,4.8911038
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/vrolikstraat/349-k?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Vrolikstraat 349K in Amsterdam,Amsterdam,795000.0,86.64,3.0,Beschikbaar,Vrolikstraat,349K,Vrolikstraat 349K Amsterdam,Vrolikstraat Amsterdam,52.357016,4.9204091
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/het-breed/811?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Het Breed 811 in Amsterdam,Amsterdam,485000.0,103.8,3.0,Onder bod,Het Breed,811,Het Breed 811 Amsterdam,Het Breed Amsterdam,52.3979157,4.9356995
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/jan-van-galenstraat/111-d?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Jan van Galenstraat 111D in Amsterdam,Amsterdam,550000.0,62.0,3.0,Beschikbaar,Jan van Galenstraat,111D,Jan van Galenstraat 111D Amsterdam,Jan van Galenstraat Amsterdam,52.3746369,4.8594862
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/narva-eiland/129?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Narva-Eiland 129 in Amsterdam,Amsterdam,1645000.0,178.0,4.0,Beschikbaar,Narva-Eiland,129,Narva-Eiland 129 Amsterdam,Narva-Eiland Amsterdam,52.3932995,4.8814179
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/diezestraat/6-2?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Diezestraat 6-2 in Amsterdam,Amsterdam,1300000.0,145.0,5.0,Beschikbaar,Diezestraat,6-2,Diezestraat 6-2 Amsterdam,Diezestraat Amsterdam,52.3460608,4.891804
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/brouwersgracht/633?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Brouwersgracht 633 in Amsterdam,Amsterdam,795000.0,95.0,3.0,Beschikbaar,Brouwersgracht,633,Brouwersgracht 633 Amsterdam,Brouwersgracht Amsterdam,52.3826084,4.88414
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/amstel/192-e?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Amstel 192E in Amsterdam,Amsterdam,775000.0,78.2,2.0,Beschikbaar,Amstel,192E,Amstel 192E Amsterdam,Amstel Amsterdam,52.3664784,4.8998571
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/keizersgracht/351-a?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Keizersgracht 351A in Amsterdam,Amsterdam,1250000.0,109.9,4.0,Beschikbaar,Keizersgracht,351A,Keizersgracht 351A Amsterdam,Keizersgracht Amsterdam,52.3690135,4.8849552
cocq.py,https://www.cocqmakelaars.amsterdam/woningaanbod/koop/amsterdam/ruysdaelkade/193-4?moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,Ruysdaelkade 193-4 in Amsterdam,Amsterdam,,67.0,3.0,Verkocht,Ruysdaelkade,193-4,Ruysdaelkade 193-4 Amsterdam,Ruysdaelkade Amsterdam,52.3518656,4.8869004
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8923113-Marcantilaan-407/,Marcantilaan 407 in Amsterdam 1051 NL,Amsterdam 1051 NL,385000.0,40.0,2.0,Nieuw,Marcantilaan,407,Marcantilaan 407 Amsterdam 1051 NL,Marcantilaan Amsterdam 1051 NL,52.3736207,4.8674722
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9147432-Gerard-Doustraat-83D/,Gerard Doustraat 83 D in Amsterdam 1072 VN,Amsterdam 1072 VN,375000.0,36.0,2.0,Nieuw,Gerard Doustraat,83 D,Gerard Doustraat 83 D Amsterdam 1072 VN,Gerard Doustraat Amsterdam 1072 VN,52.3558216,4.8918274
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9004080-Amsteldijk-542/,Amsteldijk 54 2 in Amsterdam 1074 HX,Amsterdam 1074 HX,400000.0,44.0,3.0,Onder bod,Amsteldijk,54 2,Amsteldijk 54 2 Amsterdam 1074 HX,Amsteldijk Amsterdam 1074 HX,52.354299,4.906229
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8858413-Van-Beuningenstraat-1542/,Van Beuningenstraat 154 2 in Amsterdam 1051 XW,Amsterdam 1051 XW,350000.0,38.0,2.0,Onder bod,Van Beuningenstraat,154 2,Van Beuningenstraat 154 2 Amsterdam 1051 XW,Van Beuningenstraat Amsterdam 1051 XW,52.3819692,4.8733521
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8892437-Brouwersgracht-1211/,Brouwersgracht 121 1 in Amsterdam 1015 GE,Amsterdam 1015 GE,400000.0,36.0,2.0,Onder bod,Brouwersgracht,121 1,Brouwersgracht 121 1 Amsterdam 1015 GE,Brouwersgracht Amsterdam 1015 GE,52.3811457,4.8867859
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8348335-Van-Hogendorpstraat-1413/,Van Hogendorpstraat 141 3 in Amsterdam 1051 BM,Amsterdam 1051 BM,425000.0,57.0,2.0,Onder bod,Van Hogendorpstraat,141 3,Van Hogendorpstraat 141 3 Amsterdam 1051 BM,Van Hogendorpstraat Amsterdam 1051 BM,52.3830133,4.8738395
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8953457-Eerste-Jan-van-der-Heijdenstraat-382V/,Eerste Jan van der Heijdenstraat 38 2V in Amsterdam 1072 TV,Amsterdam 1072 TV,350000.0,35.0,2.0,Verkocht,Eerste Jan van der Heijdenstraat,38 2V,Eerste Jan van der Heijdenstraat 38 2V Amsterdam 1072 TV,Eerste Jan van der Heijdenstraat Amsterdam 1072 TV,52.3529297,4.8881169
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8308563-Nassaukade-3282/,Nassaukade 328 2 in Amsterdam 1053 LT,Amsterdam 1053 LT,350000.0,31.0,2.0,Verkocht,Nassaukade,328 2,Nassaukade 328 2 Amsterdam 1053 LT,Nassaukade Amsterdam 1053 LT,52.3685158,4.8757837
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8124763-Sluisstraat-281/,Sluisstraat 28 1 in Amsterdam 1075 TG,Amsterdam 1075 TG,475000.0,52.0,2.0,Verkocht,Sluisstraat,28 1,Sluisstraat 28 1 Amsterdam 1075 TG,Sluisstraat Amsterdam 1075 TG,52.3523798,4.8547018
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-9024262-Leusdenhof-153/,Leusdenhof 153 in Amsterdam 1108 DD,Amsterdam 1108 DD,295000.0,62.0,3.0,Onder bod,Leusdenhof,153,Leusdenhof 153 Amsterdam 1108 DD,Leusdenhof Amsterdam 1108 DD,52.3079951,4.9781686
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8999178-Robert-Scottstraat-522/,Robert Scottstraat 52 2 in Amsterdam 1056 BA,Amsterdam 1056 BA,475000.0,67.0,3.0,Verkocht,Robert Scottstraat,52 2,Robert Scottstraat 52 2 Amsterdam 1056 BA,Robert Scottstraat Amsterdam 1056 BA,52.3748089,4.8458419
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8910957-Karel-Doormanstraat-1143/,Karel Doormanstraat 114 3 in Amsterdam 1055 VG,Amsterdam 1055 VG,400000.0,52.0,3.0,Verkocht,Karel Doormanstraat,114 3,Karel Doormanstraat 114 3 Amsterdam 1055 VG,Karel Doormanstraat Amsterdam 1055 VG,52.3802235,4.8586704
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8817045-Millingenhof-204/,Millingenhof 204 in Amsterdam 1106 KM,Amsterdam 1106 KM,300000.0,58.0,2.0,Verkocht,Millingenhof,204,Millingenhof 204 Amsterdam 1106 KM,Millingenhof Amsterdam 1106 KM,52.2961699,4.9686757
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8831871-Kramatweg-55B/,Kramatweg 55 B in Amsterdam 1095 JW,Amsterdam 1095 JW,375000.0,47.0,2.0,Verkocht,Kramatweg,55 B,Kramatweg 55 B Amsterdam 1095 JW,Kramatweg Amsterdam 1095 JW,52.3617323,4.9455371
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8925813-Kantershof-594/,Kantershof 594 in Amsterdam 1104 HG,Amsterdam 1104 HG,400000.0,155.0,6.0,Verkocht,Kantershof,594,Kantershof 594 Amsterdam 1104 HG,Kantershof Amsterdam 1104 HG,52.3165933,4.9877835
collectief.py,https://www.collectiefmakelaars.nl/aanbod/woningaanbod/amsterdam/koop/huis-8436147-Esther-de-Boer-van-Rijkstraat-1322/,Esther de Boer-van Rijkstraat 132 2 in Amsterdam 1065 GS,Amsterdam 1065 GS,475000.0,107.0,5.0,Verkocht,Esther de Boer-van Rijkstraat,132 2,Esther de Boer-van Rijkstraat 132 2 Amsterdam 1065 GS,Esther de Boer-van Rijkstraat Amsterdam 1065 GS,52.3530943,4.8264818
