python_file,url,full_adres,city,price,area,num_rooms,available,street,number_extension,full_address_processed,full_address_streets,latitude,longitude
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/bilderdijkstraat/170-1?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Bilderdijkstraat 170-1, 1053LD in Amsterdam",Amsterdam,320000.0,33.0,1.0,Beschikbaar,Bilderdijkstraat,"170-1, 1053LD","Bilderdijkstraat 170-1, 1053LD Amsterdam",Bilderdijkstraat Amsterdam,52.3669719,4.8720723
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/jisperveldstraat/568?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Jisperveldstraat 568, 1024BC in Amsterdam",Amsterdam,385000.0,84.0,4.0,Beschikbaar,Jisperveldstraat,"568, 1024BC","Jisperveldstraat 568, 1024BC Amsterdam",Jisperveldstraat Amsterdam,52.4004646,4.9518818
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/van-nijenrodeweg/736?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Van Nijenrodeweg 736, 1082JE in Amsterdam",Amsterdam,300000.0,34.0,2.0,Beschikbaar,Van Nijenrodeweg,"736, 1082JE","Van Nijenrodeweg 736, 1082JE Amsterdam",Van Nijenrodeweg Amsterdam,52.3274998,4.8705206
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/abraham-de-haanstraat/8?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Abraham De Haanstraat 8, 1035TD in Amsterdam",Amsterdam,1075000.0,231.0,8.0,Beschikbaar,Abraham De Haanstraat,"8, 1035TD","Abraham De Haanstraat 8, 1035TD Amsterdam",Abraham De Haanstraat Amsterdam,52.4222466,4.901978
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/ilperveldstraat/139?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Ilperveldstraat 139, 1024PL in Amsterdam",Amsterdam,475000.0,100.0,4.0,Beschikbaar,Ilperveldstraat,"139, 1024PL","Ilperveldstraat 139, 1024PL Amsterdam",Ilperveldstraat Amsterdam,52.3965252,4.9457774
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/wolbrantskerkweg/76-b?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Wolbrantskerkweg 76B, 1069DA in Amsterdam",Amsterdam,595000.0,131.0,4.0,Beschikbaar,Wolbrantskerkweg,"76B, 1069DA","Wolbrantskerkweg 76B, 1069DA Amsterdam",Wolbrantskerkweg Amsterdam,52.3561269,4.7976434
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/egidiusstraat/13-2?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Egidiusstraat 13-2, 1055GL in Amsterdam",Amsterdam,,71.0,3.0,Verkocht,Egidiusstraat,"13-2, 1055GL","Egidiusstraat 13-2, 1055GL Amsterdam",Egidiusstraat Amsterdam,52.3772394,4.8525674
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/geerdinkhof/127?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Geerdinkhof 127, 1103PT in Amsterdam",Amsterdam,,128.0,5.0,Verkocht,Geerdinkhof,"127, 1103PT","Geerdinkhof 127, 1103PT Amsterdam",Geerdinkhof Amsterdam,52.3243964,4.9856305
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/marnixstraat/237-e?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Marnixstraat 237E, 1015WE in Amsterdam",Amsterdam,,23.0,1.0,Verkocht,Marnixstraat,"237E, 1015WE","Marnixstraat 237E, 1015WE Amsterdam",Marnixstraat Amsterdam,52.376065,4.8777679
gewoonsimpel.py,https://www.gewoonsimpelmakelaars.nl/woningaanbod/koop/amsterdam/achtersteven/42?localityid=1290&locationofinterest=Amsterdam&moveunavailablelistingstothebottom=true&orderby=10&orderdescending=true&take=12,"Achtersteven 42, 1034VC in Amsterdam",Amsterdam,,92.0,4.0,Verkocht,Achtersteven,"42, 1034VC","Achtersteven 42, 1034VC Amsterdam",Achtersteven Amsterdam,52.4145514,4.919421
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/amsterdam/hoofdweg-en-omgeving/postjesweg/,Postjesweg,Amsterdam,,,,Beschikbaar,Postjesweg,,Postjesweg Amsterdam,Postjesweg Amsterdam,52.3642921,4.8339612
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/hoofddorp/hoofddorp-en-omgeving/graan-voor-visch/,Graan Voor Visch,Amsterdam,,,,Verkocht,Graan Voor Visch,,Graan Voor Visch Amsterdam,Graan Voor Visch Amsterdam,52.2934224,4.6858295
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/amsterdam/ijburg-zuid/eva-besnyostraat/,Eva Besnyostraat,Amsterdam,,,,Beschikbaar,Eva Besnyostraat,,Eva Besnyostraat Amsterdam,Eva Besnyostraat Amsterdam,52.3499149,5.0080078
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/hoofddorp/hoofddorp-en-omgeving/martin-luther-kingstraat/,Martin Luther Kingstraat,Amsterdam,,,,Verkocht,Martin Luther Kingstraat,,Martin Luther Kingstraat Amsterdam,Martin Luther Kingstraat Amsterdam,,
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/amsterdam/zuidas-zuid/gustav-mahlerlaan/,Gustav Mahlerlaan,Amsterdam,,,,Beschikbaar,Gustav Mahlerlaan,,Gustav Mahlerlaan Amsterdam,Gustav Mahlerlaan Amsterdam,52.3367294,4.8772709
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/hoofddorp/hoofddorp-en-omgeving/nijverheidsstraat/,Nijverheidsstraat,Amsterdam,,,,Verkocht,Nijverheidsstraat,,Nijverheidsstraat Amsterdam,Nijverheidsstraat Amsterdam,,
hbhousing.py,https://www.hbhousing.nl/aanbod/koop/amsterdam/kinkerbuurt/ten-katestraat/,Ten Katestraat,Amsterdam,,,,Beschikbaar,Ten Katestraat,,Ten Katestraat Amsterdam,Ten Katestraat Amsterdam,52.3651704,4.8680823
homi.py,https://www.homi-makelaars.nl/woning/enschede-leppepaalweg-10/,Leppepaalweg 10 in 7546 RE Enschede,7546 RE Enschede,1195000.0,225.0,5.0,Beschikbaar,Leppepaalweg,10,Leppepaalweg 10 7546 RE Enschede,Leppepaalweg 7546 RE Enschede,52.1721435,6.8165493
homi.py,https://www.homi-makelaars.nl/woning/hengelo-antwerpenstraat-46/,Antwerpenstraat 46 in 7559 NH Hengelo,7559 NH Hengelo,435000.0,135.0,5.0,Beschikbaar,Antwerpenstraat,46,Antwerpenstraat 46 7559 NH Hengelo,Antwerpenstraat 7559 NH Hengelo,52.2932594,6.8077868
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-prunuslaan-11/,Prunuslaan 11 in 4702 AL Roosendaal,4702 AL Roosendaal,325000.0,118.0,5.0,Beschikbaar,Prunuslaan,11,Prunuslaan 11 4702 AL Roosendaal,Prunuslaan 4702 AL Roosendaal,51.5270763,4.4701482
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-heijermanslaan-21/,Heijermanslaan 21 in 4707 LH Roosendaal,4707 LH Roosendaal,315000.0,113.0,4.0,Beschikbaar,Heijermanslaan,21,Heijermanslaan 21 4707 LH Roosendaal,Heijermanslaan 4707 LH Roosendaal,51.5134406,4.458504
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-smaragddijk-2/,Smaragddijk 2 in 4706 MA Roosendaal,4706 MA Roosendaal,525000.0,140.0,4.0,Beschikbaar,Smaragddijk,2,Smaragddijk 2 4706 MA Roosendaal,Smaragddijk 4706 MA Roosendaal,51.5208307,4.4872879
homi.py,https://www.homi-makelaars.nl/woning/drunen-piet-heinstraat-22/,Piet Heinstraat 22 in 5151 MT Drunen,5151 MT Drunen,389000.0,119.0,6.0,Beschikbaar,Piet Heinstraat,22,Piet Heinstraat 22 5151 MT Drunen,Piet Heinstraat 5151 MT Drunen,51.68373,5.1373988
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-molenstraat-59a/,Molenstraat 59a in 4701 JN Roosendaal,4701 JN Roosendaal,235000.0,73.0,3.0,Beschikbaar,Molenstraat,59a,Molenstraat 59a 4701 JN Roosendaal,Molenstraat 4701 JN Roosendaal,51.5353073,4.461754
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-bronkhorstdreef-48/,Bronkhorstdreef 48 in 4706 VB Roosendaal,4706 VB Roosendaal,1100000.0,230.0,9.0,Beschikbaar,Bronkhorstdreef,48,Bronkhorstdreef 48 4706 VB Roosendaal,Bronkhorstdreef 4706 VB Roosendaal,51.5279415,4.5076848
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-voltastraat-2a/,Voltastraat 2a in 4702 PC Roosendaal,4702 PC Roosendaal,425000.0,108.0,5.0,Beschikbaar,Voltastraat,2a,Voltastraat 2a 4702 PC Roosendaal,Voltastraat 4702 PC Roosendaal,51.5415596,4.473663
homi.py,https://www.homi-makelaars.nl/woning/roosendaal-lotusberg-7/,Lotusberg 7 in 4708 LT Roosendaal,4708 LT Roosendaal,475000.0,128.0,6.0,Beschikbaar,Lotusberg,7,Lotusberg 7 4708 LT Roosendaal,Lotusberg 4708 LT Roosendaal,51.5160217,4.4302135
inter_immo.py,https://www.interimmo.nl/amsterdam-jan-smitstraat-14/,"Jan Smitstraat 14 in € 485.000,-/k.k.BeschikbaarAmsterdam","€ 485.000,-/k.k.BeschikbaarAmsterdam",485000.0,96.0,2.0,Beschikbaar,Jan Smitstraat,14,"Jan Smitstraat 14 € 485.000,-/k.k.BeschikbaarAmsterdam","Jan Smitstraat € 485.000,-/k.k.BeschikbaarAmsterdam",,
inter_immo.py,https://www.interimmo.nl/amsterdam-anna-blamansingel-234/,"Anna Blamansingel 234 in € 485.000,-/k.k.BeschikbaarAmsterdam","€ 485.000,-/k.k.BeschikbaarAmsterdam",485000.0,105.0,3.0,Beschikbaar,Anna Blamansingel,234,"Anna Blamansingel 234 € 485.000,-/k.k.BeschikbaarAmsterdam","Anna Blamansingel € 485.000,-/k.k.BeschikbaarAmsterdam",,
inter_immo.py,https://www.interimmo.nl/amsterdam-mesdagstraat-13-1/,"Mesdagstraat 13-1 in € 445.000,-/k.k.BeschikbaarAmsterdam","€ 445.000,-/k.k.BeschikbaarAmsterdam",445000.0,48.0,2.0,Beschikbaar,Mesdagstraat,13-1,"Mesdagstraat 13-1 € 445.000,-/k.k.BeschikbaarAmsterdam","Mesdagstraat € 445.000,-/k.k.BeschikbaarAmsterdam",,
inter_immo.py,https://www.interimmo.nl/amsterdam-waterlandplein-298e/,"Waterlandplein 298E in € 450.000,-/k.k.BeschikbaarAmsterdam","€ 450.000,-/k.k.BeschikbaarAmsterdam",450000.0,90.0,2.0,Beschikbaar,Waterlandplein,298E,"Waterlandplein 298E € 450.000,-/k.k.BeschikbaarAmsterdam","Waterlandplein € 450.000,-/k.k.BeschikbaarAmsterdam",,
jamakelaars.py,https://jamakelaardij.nl/woning/pieter-aertszstraat-30-3/,Pieter Aertszstraat 30-3 in AMSTERDAM,AMSTERDAM,650000.0,,,Beschikbaar,Pieter Aertszstraat,30-3,Pieter Aertszstraat 30-3 AMSTERDAM,Pieter Aertszstraat AMSTERDAM,52.3520609,4.899663
jamakelaars.py,https://jamakelaardij.nl/woning/djambistraat-25-1/,Djambistraat 25-1 in AMSTERDAM,AMSTERDAM,415000.0,,,Beschikbaar,Djambistraat,25-1,Djambistraat 25-1 AMSTERDAM,Djambistraat AMSTERDAM,52.3649042,4.93815
jamakelaars.py,https://jamakelaardij.nl/woning/hestiastraat-77-3/,Hestiastraat 77-3 in AMSTERDAM,AMSTERDAM,695000.0,,,Beschikbaar,Hestiastraat,77-3,Hestiastraat 77-3 AMSTERDAM,Hestiastraat AMSTERDAM,52.3455386,4.8563398
jamakelaars.py,https://jamakelaardij.nl/woning/welnastraat-318/,Welnastraat 318 in AMSTERDAM,AMSTERDAM,1695000.0,,,Beschikbaar,Welnastraat,318,Welnastraat 318 AMSTERDAM,Welnastraat AMSTERDAM,52.3398898,4.9194054
jamakelaars.py,https://jamakelaardij.nl/woning/amstelveenseweg-1112/,Amstelveenseweg 1112 in AMSTERDAM,AMSTERDAM,1750000.0,,,Beschikbaar,Amstelveenseweg,1112,Amstelveenseweg 1112 AMSTERDAM,Amstelveenseweg AMSTERDAM,52.3225426,4.8572157
jamakelaars.py,https://jamakelaardij.nl/woning/haarlemmerweg-135c/,Haarlemmerweg 135C in AMSTERDAM,AMSTERDAM,775000.0,,,Beschikbaar,Haarlemmerweg,135C,Haarlemmerweg 135C AMSTERDAM,Haarlemmerweg AMSTERDAM,52.3852757,4.873167
jamakelaars.py,https://jamakelaardij.nl/woning/rietwijkerstraat-11-3/,Rietwijkerstraat 11-3 in AMSTERDAM,AMSTERDAM,850000.0,,,Beschikbaar,Rietwijkerstraat,11-3,Rietwijkerstraat 11-3 AMSTERDAM,Rietwijkerstraat AMSTERDAM,52.3490534,4.8506029
jamakelaars.py,https://jamakelaardij.nl/woning/vechtstraat-81-3/,Vechtstraat 81-3 in AMSTERDAM,AMSTERDAM,875000.0,,,Beschikbaar,Vechtstraat,81-3,Vechtstraat 81-3 AMSTERDAM,Vechtstraat AMSTERDAM,52.3439503,4.9074275
jamakelaars.py,https://jamakelaardij.nl/woning/hestiastraat-63-2/,Hestiastraat 63-2 in AMSTERDAM,AMSTERDAM,675000.0,,,Beschikbaar,Hestiastraat,63-2,Hestiastraat 63-2 AMSTERDAM,Hestiastraat AMSTERDAM,52.3458993,4.8566582
jlg.py,https://jlgrealestate.com/woningen/huur/amsterdam/van-oldenbarneveldtstraat-50t/,"Van Oldenbarneveldtstraat 50T, 1052 KC Amsterdam",1052 KC Amsterdam,2400.0,80.0,1.0,Beschikbaar,Van Oldenbarneveldtstraat,50T,Van Oldenbarneveldtstraat 50T 1052 KC Amsterdam,Van Oldenbarneveldtstraat 1052 KC Amsterdam,52.3754812,4.8736623
jlg.py,https://jlgrealestate.com/woningen/huur/amsterdam/niasstraat-283/,"Niasstraat 283, 1095 SG Amsterdam",1095 SG Amsterdam,2650.0,73.0,2.0,Beschikbaar,Niasstraat,283,Niasstraat 283 1095 SG Amsterdam,Niasstraat 1095 SG Amsterdam,52.3650256,4.9439775
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/utrechtsedwarsstraat-48l/,"Utrechtsedwarsstraat 48L, 1017 WG Amsterdam",1017 WG Amsterdam,400000.0,40.0,1.0,Beschikbaar,Utrechtsedwarsstraat,48L,Utrechtsedwarsstraat 48L 1017 WG Amsterdam,Utrechtsedwarsstraat 1017 WG Amsterdam,52.3612042,4.8980653
jlg.py,https://jlgrealestate.com/woningen/huur/amsterdam/oude-ijselstraat-16-3/,"Oude-IJselstraat 16-3, 1078 CM Amsterdam",1078 CM Amsterdam,2320.0,62.0,2.0,Beschikbaar,Oude-IJselstraat,16-3,Oude-IJselstraat 16-3 1078 CM Amsterdam,Oude-IJselstraat 1078 CM Amsterdam,52.3482534,4.9025665
jlg.py,https://jlgrealestate.com/woningen/huur/amsterdam/nico-jessekade-119/,"Nico Jessekade 119, 1087 MR Amsterdam",1087 MR Amsterdam,4400.0,207.0,5.0,Beschikbaar,Nico Jessekade,119,Nico Jessekade 119 1087 MR Amsterdam,Nico Jessekade 1087 MR Amsterdam,52.34763,5.004734
jlg.py,https://jlgrealestate.com/woningen/huur/amsterdam/radarweg-288/,"Radarweg 288, 1043 NV Amsterdam",1043 NV Amsterdam,2850.0,128.0,3.0,Beschikbaar,Radarweg,288,Radarweg 288 1043 NV Amsterdam,Radarweg 1043 NV Amsterdam,52.3868521,4.8350977
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/okeghemstraat-32-2/,"Okeghemstraat 32-2, 1075 PP Amsterdam",1075 PP Amsterdam,750000.0,82.0,2.0,Beschikbaar,Okeghemstraat,32-2,Okeghemstraat 32-2 1075 PP Amsterdam,Okeghemstraat 1075 PP Amsterdam,52.3508532,4.8630421
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/gerard-doustraat-37h/,"Gerard Doustraat 37H, 1072 VK Amsterdam",1072 VK Amsterdam,550000.0,63.0,2.0,Beschikbaar,Gerard Doustraat,37H,Gerard Doustraat 37H 1072 VK Amsterdam,Gerard Doustraat 1072 VK Amsterdam,52.3553907,4.8897771
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/wolvenstraat-30/,"Wolvenstraat 30, 1016 EP Amsterdam",1016 EP Amsterdam,850000.0,109.0,3.0,Beschikbaar,Wolvenstraat,30,Wolvenstraat 30 1016 EP Amsterdam,Wolvenstraat 1016 EP Amsterdam,52.3704001,4.8855415
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/ceintuurbaan-468/,"Ceintuurbaan 468, 1074 EC Amsterdam",1074 EC Amsterdam,795000.0,89.0,2.0,Beschikbaar,Ceintuurbaan,468,Ceintuurbaan 468 1074 EC Amsterdam,Ceintuurbaan 1074 EC Amsterdam,52.35564,4.9044532
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/spaarndammerstraat-45-4/,"Spaarndammerstraat 45-4, 1013 ST Amsterdam",1013 ST Amsterdam,475000.0,56.0,2.0,Beschikbaar,Spaarndammerstraat,45-4,Spaarndammerstraat 45-4 1013 ST Amsterdam,Spaarndammerstraat 1013 ST Amsterdam,52.3888729,4.8795793
jlg.py,https://jlgrealestate.com/woningen/koop/amsterdam/van-beuningenstraat-1a/,"Van Beuningenstraat 1A, 1051 XC Amsterdam",1051 XC Amsterdam,425000.0,57.0,1.0,Beschikbaar,Van Beuningenstraat,1A,Van Beuningenstraat 1A 1051 XC Amsterdam,Van Beuningenstraat 1051 XC Amsterdam,52.3852654,4.8791307
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/uithoorn/koop/huis-8013051-Karel-Doormanlaan-14/,Karel Doormanlaan 14 in Uithoorn 1421 BR,Uithoorn 1421 BR,500000.0,,,Verkocht,Karel Doormanlaan,14,Karel Doormanlaan 14 Uithoorn 1421 BR,Karel Doormanlaan Uithoorn 1421 BR,52.236983,4.8241653
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-7848043-Arthur-van-Schendelsingel-6/,Arthur van Schendelsingel 6 in Amstelveen 1187 VR,Amstelveen 1187 VR,749000.0,,,Verkocht,Arthur van Schendelsingel,6,Arthur van Schendelsingel 6 Amstelveen 1187 VR,Arthur van Schendelsingel Amstelveen 1187 VR,52.2749353,4.8256636
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-5649280-Anna-Blamansingel-30/,Anna Blamansingel 30 in Amsterdam 1102 SR,Amsterdam 1102 SR,320000.0,,,Verkocht,Anna Blamansingel,30,Anna Blamansingel 30 Amsterdam 1102 SR,Anna Blamansingel Amsterdam 1102 SR,52.3159492,4.9456403
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-7439533-Carel-Fabritiuslaan-9/,Carel Fabritiuslaan 9 in Amstelveen 1181 TD,Amstelveen 1181 TD,840000.0,,,Verkocht,Carel Fabritiuslaan,9,Carel Fabritiuslaan 9 Amstelveen 1181 TD,Carel Fabritiuslaan Amstelveen 1181 TD,52.3057115,4.8643067
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6779286-Zeelandiahoeve-81/,Zeelandiahoeve 81 in Amstelveen 1187 MA,Amstelveen 1187 MA,475000.0,,,Verkocht,Zeelandiahoeve,81,Zeelandiahoeve 81 Amstelveen 1187 MA,Zeelandiahoeve Amstelveen 1187 MA,52.2803612,4.8249883
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/hoofddorp/koop/huis-7095039-Grote-Belt-32/,Grote Belt 32 in Hoofddorp 2133 GA,Hoofddorp 2133 GA,460000.0,,,Verkocht,Grote Belt,32,Grote Belt 32 Hoofddorp 2133 GA,Grote Belt Hoofddorp 2133 GA,52.3136386,4.6705724
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6733430-De-Weteringsbrugmolen-131/,De Weteringsbrugmolen 131 in Amstelveen 1188 GZ,Amstelveen 1188 GZ,550000.0,,,Verkocht,De Weteringsbrugmolen,131,De Weteringsbrugmolen 131 Amstelveen 1188 GZ,De Weteringsbrugmolen Amstelveen 1188 GZ,52.2783454,4.8460795
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6785346-Bleriotlaan-19/,Bleriotlaan 19 in Amstelveen 1185 HE,Amstelveen 1185 HE,550000.0,,,Verkocht,Bleriotlaan,19,Bleriotlaan 19 Amstelveen 1185 HE,Bleriotlaan Amstelveen 1185 HE,52.2972044,4.8526107
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6557777-Wimbledonpark-163/,Wimbledonpark 163 in Amstelveen 1185 XJ,Amstelveen 1185 XJ,685000.0,,,Beschikbaar,Wimbledonpark,163,Wimbledonpark 163 Amstelveen 1185 XJ,Wimbledonpark Amstelveen 1185 XJ,52.2899585,4.844504
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-6492666-Anna-Blamansingel-138/,Anna Blamansingel 138 in Amsterdam 1102 SV,Amsterdam 1102 SV,285000.0,,,Verkocht,Anna Blamansingel,138,Anna Blamansingel 138 Amsterdam 1102 SV,Anna Blamansingel Amsterdam 1102 SV,52.3165942,4.947511
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6478309-Felix-de-Nobelhof-25/,Felix de Nobelhof 25 in Amstelveen 1187 HW,Amstelveen 1187 HW,435000.0,,,Verkocht,Felix de Nobelhof,25,Felix de Nobelhof 25 Amstelveen 1187 HW,Felix de Nobelhof Amstelveen 1187 HW,52.285788,4.8293083
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6497474-Rembrandtweg-382/,Rembrandtweg 382 in Amstelveen 1181 HC,Amstelveen 1181 HC,550000.0,,,Verkocht,Rembrandtweg,382,Rembrandtweg 382 Amstelveen 1181 HC,Rembrandtweg Amstelveen 1181 HC,52.3101842,4.8635346
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-6277884-Van-Oldenbarneveldtstraat-57III/,Van Oldenbarneveldtstraat 57 III in Amsterdam 1052 JT,Amsterdam 1052 JT,600000.0,,,Verkocht,Van Oldenbarneveldtstraat,57 III,Van Oldenbarneveldtstraat 57 III Amsterdam 1052 JT,Van Oldenbarneveldtstraat Amsterdam 1052 JT,52.3751355,4.8744539
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6334860-Branding-8/,Branding 8 in Amstelveen 1186 DH,Amstelveen 1186 DH,850000.0,,,Verkocht,Branding,8,Branding 8 Amstelveen 1186 DH,Branding Amstelveen 1186 DH,52.2750615,4.8669655
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/abcoude/koop/huis-6345872-Dokter-Koomansstraat-41/,Dokter Koomansstraat 41 in Abcoude 1391 XA,Abcoude 1391 XA,800000.0,,,Verkocht,Dokter Koomansstraat,41,Dokter Koomansstraat 41 Abcoude 1391 XA,Dokter Koomansstraat Abcoude 1391 XA,52.2729881,4.9699298
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6215885-De-Parel-9/,De Parel 9 in Amstelveen 1188 HK,Amstelveen 1188 HK,525000.0,,,Verkocht,De Parel,9,De Parel 9 Amstelveen 1188 HK,De Parel Amstelveen 1188 HK,52.2801677,4.8439421
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-4486499-Ringslang-145/,Ringslang 145 in Amstelveen 1187 BT,Amstelveen 1187 BT,575000.0,,,Verkocht,Ringslang,145,Ringslang 145 Amstelveen 1187 BT,Ringslang Amstelveen 1187 BT,52.2896841,4.8263857
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6121846-Lunenburg-9/,Lunenburg 9 in Amstelveen 1187 DW,Amstelveen 1187 DW,875000.0,,,Verkocht,Lunenburg,9,Lunenburg 9 Amstelveen 1187 DW,Lunenburg Amstelveen 1187 DW,52.2765711,4.8134729
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-6150891-Parnassusweg-192/,Parnassusweg 192 in Amsterdam 1076 AT,Amsterdam 1076 AT,350000.0,,,Verkocht,Parnassusweg,192,Parnassusweg 192 Amsterdam 1076 AT,Parnassusweg Amsterdam 1076 AT,52.3428654,4.8676562
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-6095451-De-Boelelaan-315/,De Boelelaan 315 in Amsterdam 1082 RD,Amsterdam 1082 RD,325000.0,,,Verkocht,De Boelelaan,315,De Boelelaan 315 Amsterdam 1082 RD,De Boelelaan Amsterdam 1082 RD,52.3346826,4.8770686
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-5644707-Rembrandtweg-342/,Rembrandtweg 342 in Amstelveen 1181 HB,Amstelveen 1181 HB,337000.0,,,Verkocht,Rembrandtweg,342,Rembrandtweg 342 Amstelveen 1181 HB,Rembrandtweg Amstelveen 1181 HB,52.3097251,4.8636673
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-6031150-Keizer-Karelweg-425/,Keizer Karelweg 425 in Amstelveen 1181 RG,Amstelveen 1181 RG,1095000.0,,,Verkocht,Keizer Karelweg,425,Keizer Karelweg 425 Amstelveen 1181 RG,Keizer Karelweg Amstelveen 1181 RG,52.3118079,4.8563541
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-5805855-Statenjachtstraat-414/,Statenjachtstraat 414 in Amsterdam 1034 ET,Amsterdam 1034 ET,275000.0,,,Verkocht,Statenjachtstraat,414,Statenjachtstraat 414 Amsterdam 1034 ET,Statenjachtstraat Amsterdam 1034 ET,52.4058635,4.9178087
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amstelveen/koop/huis-5816832-Veenendaalplein-59/,Veenendaalplein 59 in Amstelveen 1185 DD,Amstelveen 1185 DD,550000.0,,,Verkocht,Veenendaalplein,59,Veenendaalplein 59 Amstelveen 1185 DD,Veenendaalplein Amstelveen 1185 DD,52.3002693,4.8471964
karenlehman.py,https://www.karenlehman.nl/aanbod/woningaanbod/amsterdam/koop/huis-5696744-Jan-Pieter-Heijestraat-188I/,Jan Pieter Heijestraat 188 I in Amsterdam 1054 MN,Amsterdam 1054 MN,450000.0,,,Verkocht,Jan Pieter Heijestraat,188 I,Jan Pieter Heijestraat 188 I Amsterdam 1054 MN,Jan Pieter Heijestraat Amsterdam 1054 MN,52.3606617,4.8653292
