full_address_processed,latitude,longitude
Haringvlietstraat 13-2 Amsterdam,52.3467501,4.8868657
Rooseveltlaan 103-3 Amsterdam,52.3437837,4.8997544
Prinsengracht 126HA Amsterdam,52.3761012,4.8839629
Buskenblaserstraat 42-3 Amsterdam,52.3773997,4.8482924
Linnaeusparkweg 105-1 Amsterdam,52.3531571,4.9357589
Hogevecht 186B Amsterdam,52.3097328,4.9586802
Zeilvaart 20 Arnhem,51.9571929,5.8435674
Claus Van Amsbergstraat 45 Amsterdam,52.3178215,4.9561668
Reigersbos 79 Amsterdam,52.2964211,4.9762374
Clara Zetkinstraat 58 Amsterdam,52.3217431,4.9619517
Madurastraat 62 1 Amsterdam,52.3642238,4.9341341
Cornelis Trooststraat 4 2 Amsterdam,52.3502983,4.8870273
Eerste Jan Steenstraat 125 1 Amsterdam,52.3544127,4.8923569
Willem de Zwijgerlaan 334 F 11 Amsterdam,52.3809753,4.861092
Rustenburgerstraat 156 Amsterdam,52.3527074,4.8994212
Lutmastraat 191 A Amsterdam,52.3518534,4.9037605
Coffijboomstraat  ong Amsterdam,,
Wibautstraat 126 PP. Amsterdam,,
Robert Scottstraat 16 2 Amsterdam,52.3730068,4.8468184
Turnerstraat 28 1 Amsterdam,52.3464215,4.860849
Lepelkruisstraat 11 1 Amsterdam,52.3630273,4.9087331
Rinus Michelslaan 227 Amsterdam,52.3733066,4.8385488
H. Diesveldsingel 25 Amsterdam,52.3511236,4.7892557
Bertram 213 Uithoorn,52.2517923,4.8201659
Smaragdhof 28 Almere,52.3918909,5.3017089
Postjesweg 323 Amsterdam,52.363714,4.8371532
Tijl Uilenspiegelstraat 5-2 Amsterdam,52.3784565,4.8514369
Bonairestraat 38-1 Amsterdam,52.3605185,4.8557638
Prinsengracht 373-B Amsterdam,52.3717655,4.88325
Dijkmeerlaan 309 Amsterdam,52.3393128,4.9240605
Jan Bertsstraat 21 Diemen,52.3402999,4.9567336
Valkhof 13 Amsterdam,52.3326423,4.8708567
Cyclamenstraat 58 Aalsmeer,52.2622423,4.759417
Badhuiskade 133 Amsterdam,52.3852526,4.905759
Churchill-laan 82-2 Amsterdam,52.3470679,4.8983533
Woestduinstraat 140-2 Amsterdam,52.3500823,4.8474787
Te koop: Derde Oosterparkstraat 142-3 1092EC Amsterdam,,
Onder bod: Liendenhof 66 1108HB Amsterdam,,
Onder bod: Wamelplein 188 1106DT Amsterdam,,
Verkocht: Voordek 34 1034ST Amsterdam,,
Verkocht: Dirk Bonsstraat 10-2 1063TZ Amsterdam,,
Verkocht: Sassenheimstraat 88-2 1059BM Amsterdam,,
Admiraal De Ruijterweg 102 2 Amsterdam 1056 GP,52.3725067,4.8594529
Valkhof 145 Amsterdam 1082 VG,52.3310604,4.8708458
Kribbestraat 8 1 Amsterdam 1079 WR,52.3421736,4.9037632
Funenpark 195 Amsterdam 1018 AK,52.3684045,4.9321677
Rondeel 12 Amsterdam 1083 ME,52.327619,4.8814479
Assumburg 114 Amsterdam 1081 GC,52.3286124,4.8680136
Schimmelstraat 9 C Amsterdam 1053 TA,52.3686997,4.8663992
Loenermark 113 Amsterdam,52.3976638,4.9286648
Eastonstraat 230 Amsterdam,52.3564078,4.8127152
Botterstraat 256 Amsterdam,52.4071084,4.9123427
Leusdenhof 127 Amsterdam,52.3094455,4.9791523
Singel 522 C Amsterdam,52.3666946,4.8913827
Nieuwendijk 96 B Amsterdam,52.3767783,4.8963745
Lange Leidsedwarsstraat 62 B Amsterdam,52.3648804,4.8831225
Loenermark 272 Amsterdam,52.3982961,4.9294664
IJplein 270 Amsterdam,52.3825149,4.9115045
Lange Vonder 88 Amsterdam,52.4240504,4.8947986
Spinaker 113 Amsterdam,52.4098814,4.9226154
Slangenburg 14 Amsterdam,52.3304351,4.8737872
Kamp 22 2 Lelystad,52.5042124,5.4848944
Eemplein 1 Almere,52.3843727,5.2251283
Het Bakhuis 1 Biddinghuizen,52.4547836,5.7008093
Olstgracht 103 Almere,52.3684588,5.2149166
Kuipersgilde 9 Dronten,52.5364756,5.6918465
Zilversmid 6 Zeewolde,52.3457108,5.51959
Eurosingel 180 Dronten,52.5355575,5.7036428
Hondsrug 206 Dronten,52.5133905,5.7269167
Singel 190-1 Amsterdam,52.3743955,4.8888004
De Sallandse Roe 21 Dronten,52.51628,5.695648
De Morinel 77 Dronten,52.5312355,5.7313868
De Koningshof 24 Swifterbant,52.5688912,5.6470034
Lucernehof 88 Biddinghuizen,52.4514088,5.6897336
Huidenkopersgilde 2 Dronten,52.5390642,5.6896204
Goudastraat 3 Almere,52.3624078,5.2033269
Spaarndammerdijk 283 Amsterdam,52.3927458,4.8714055
Spaarndammerdijk 272 Amsterdam,52.3927827,4.8716255
Buster Keatonstraat 93 Almere,52.3759122,5.2294533
Beneluxlaan 724 Almere,52.3477606,5.144666
Sumatraweg 310 Almere,52.4011521,5.2974955
Leksmondhof 127 Amsterdam,52.3103302,4.9829273
Nat King Colestraat 12 Almere,52.3687354,5.1831054
De Koets 19 Biddinghuizen,52.4565664,5.7029699
Bos en Lommerplein 145 Amsterdam,52.3775493,4.8457784
Schans 169 Dronten,52.5251935,5.7168116
Radarweg 310 Amsterdam,52.3866824,4.8351497
San Marinostraat 43 Almere,52.3453953,5.1512212
Marktgracht 112 Almere,52.3360826,5.218311
San Marinostraat 59 Almere,52.3453762,5.1512197
San Marinostraat 63 Almere,52.3453561,5.1509378
Dukaat 10 Dronten,52.5329095,5.704769
Werpanker 21 Almere,52.3945478,5.1785506
Wijnverlater 29 Dronten,52.5402989,5.6801602
Groenhof 190 Almere,52.341434,5.220813
Wim Noordhoekkade 642 Amsterdam,52.3479784,5.0133774
Havenkant 24 Biddinghuizen,52.4564602,5.6885219
Richthuisstraat 22 Almere,52.4106065,5.2964947
IJburglaan 1500 Amsterdam,52.352217,5.0002178
Schoorlstraat 176 Amsterdam,52.3950929,4.9475114
Adriaan van Ostadestraat 48 Almere,52.3801204,5.2538808
Harderwijkoever 108 Almere,52.3627045,5.2109545
Zeilenmakersgilde 53 Dronten,52.539816,5.6908591
Bos en Lommerplantsoen 73-P Amsterdam,52.3757914,4.8441928
Orchideelaan 38 Lelystad,52.4904078,5.4606852
Asterstraat 6 Almere,52.3876836,5.2863597
Vorstenburg 24 Zaandam,52.436795,4.8223046
Hertspieghelweg 50-1 Amsterdam,52.381185,4.8525787
Louis Armstrongweg 60-H Almere,52.3660095,5.185582
Griend 30 11 Lelystad,52.4988277,5.4883974
Rataplanstraat 21 Almere,52.4002075,5.324745
Tjalk 41 33 Lelystad,52.5002907,5.4634643
Jupiterweg 1-A Dronten,52.5223211,5.7085826
Beneluxlaan 641 Almere,52.3476779,5.1524951
Jan van Duivenvoordestraat 10-2 Amsterdam,52.3786248,4.8033366
Woudlaar 43 Almere,52.3431941,5.1968008
Burgemeester de Kievietstraat 6-B Diemen,52.3387181,4.9626292
Vidarstraat 4 Almere,52.3536154,5.1484861
