street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon
Mercatorstraat,109-4,https://www.funda.nl/detail/koop/amsterdam/appartement-mercatorstraat-109-4/43948131/,47,435000.0,9255.32,Amsterdam,Netherlands,"Mercatorstraat 109-4, Amsterdam, Netherlands",52.3735724,4.8493634
Spaarndammerstraat,18-d,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-18-d/43948178/,49,415000.0,8469.39,Amsterdam,Netherlands,"Spaarndammerstraat 18-d, Amsterdam, Netherlands",52.3868588,4.8818299
Jasper Leijnsenstraat,7-2,https://www.funda.nl/detail/koop/amsterdam/appartement-jasper-leijnsenstraat-7-2/43946363/,48,425000.0,8854.17,Amsterdam,Netherlands,"Jasper Leijnsenstraat 7-2, Amsterdam, Netherlands",52.3765277,4.8622542
Burgemeester Hogguerstraat,207,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-207/43946169/,44,300000.0,6818.18,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 207, Amsterdam, Netherlands",52.3718518,4.8305034
Van Bossestraat,62-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-bossestraat-62-2/43946461/,43,385000.0,8953.49,Amsterdam,Netherlands,"Van Bossestraat 62-2, Amsterdam, Netherlands",52.3803676,4.8688323
Granidastraat,76-2,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-76-2/43945851/,50,400000.0,8000.0,Amsterdam,Netherlands,"Granidastraat 76-2, Amsterdam, Netherlands",52.3811921,4.8482314
Postjeskade,135-1,https://www.funda.nl/detail/koop/amsterdam/appartement-postjeskade-135-1/43933181/,59,495000.0,8389.83,Amsterdam,Netherlands,"Postjeskade 135-1, Amsterdam, Netherlands",52.3620844,4.850225
Tweede Keucheniusstraat,15-2,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-keucheniusstraat-15-2/43931054/,44,385000.0,8750.0,Amsterdam,Netherlands,"Tweede Keucheniusstraat 15-2, Amsterdam, Netherlands",52.380421,4.8687733
Baetostraat,14-3,https://www.funda.nl/detail/koop/amsterdam/appartement-baetostraat-14-3/43939815/,59,415000.0,7033.9,Amsterdam,Netherlands,"Baetostraat 14-3, Amsterdam, Netherlands",52.379341,4.8482541
Bos En Lommerweg,140-3,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerweg-140-3/43937100/,58,479000.0,8258.62,Amsterdam,Netherlands,"Bos En Lommerweg 140-3, Amsterdam, Netherlands",52.3811782,4.8549727
Houtmankade,41-2,https://www.funda.nl/detail/koop/amsterdam/appartement-houtmankade-41-2/43935637/,58,475000.0,8189.66,Amsterdam,Netherlands,"Houtmankade 41-2, Amsterdam, Netherlands",52.3889678,4.8853463
Esmoreitstraat,27-3,https://www.funda.nl/detail/koop/amsterdam/appartement-esmoreitstraat-27-3/43924449/,52,425000.0,8173.08,Amsterdam,Netherlands,"Esmoreitstraat 27-3, Amsterdam, Netherlands",52.3775036,4.8514038
De Clercqstraat,38-2,https://www.funda.nl/detail/koop/amsterdam/appartement-de-clercqstraat-38-2/43923670/,62,450000.0,7258.06,Amsterdam,Netherlands,"De Clercqstraat 38-2, Amsterdam, Netherlands",52.3712731,4.8711265
Van Speijkstraat,59-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-speijkstraat-59-3/43921897/,56,450000.0,8035.71,Amsterdam,Netherlands,"Van Speijkstraat 59-3, Amsterdam, Netherlands",52.3677298,4.8604197
Geuzenkade,78-1,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-78-1/43927128/,49,420000.0,8571.43,Amsterdam,Netherlands,"Geuzenkade 78-1, Amsterdam, Netherlands",52.3745497,4.8641278
Van Boetzelaerstraat,42-1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-boetzelaerstraat-42-1/43926893/,53,450000.0,8490.57,Amsterdam,Netherlands,"Van Boetzelaerstraat 42-1, Amsterdam, Netherlands",52.3826169,4.8735356
Lanseloetstraat,24-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lanseloetstraat-24-1/43914902/,50,425000.0,8500.0,Amsterdam,Netherlands,"Lanseloetstraat 24-1, Amsterdam, Netherlands",52.377057,4.8500144
Eerste Keucheniusstraat,10-1,https://www.funda.nl/detail/koop/amsterdam/appartement-eerste-keucheniusstraat-10-1/43914960/,35,315000.0,9000.0,Amsterdam,Netherlands,"Eerste Keucheniusstraat 10-1, Amsterdam, Netherlands",52.3813461,4.8727278
Warmondstraat,43-3,https://www.funda.nl/detail/koop/amsterdam/appartement-warmondstraat-43-3/43914737/,51,450000.0,8823.53,Amsterdam,Netherlands,"Warmondstraat 43-3, Amsterdam, Netherlands",52.3570661,4.8495669
De Rijpgracht,10-d,https://www.funda.nl/detail/koop/amsterdam/appartement-de-rijpgracht-10-d/43919376/,46,425000.0,9239.13,Amsterdam,Netherlands,"De Rijpgracht 10-d, Amsterdam, Netherlands",52.3778053,4.8618031
Karel Doormanstraat,142-2,https://www.funda.nl/detail/koop/amsterdam/appartement-karel-doormanstraat-142-2/43919224/,52,450000.0,8653.85,Amsterdam,Netherlands,"Karel Doormanstraat 142-2, Amsterdam, Netherlands",52.3793904,4.8572265
Visseringstraat,3-1,https://www.funda.nl/detail/koop/amsterdam/appartement-visseringstraat-3-1/43917539/,31,300000.0,9677.42,Amsterdam,Netherlands,"Visseringstraat 3-1, Amsterdam, Netherlands",52.3782764,4.8695471
Sara Burgerhartstraat,38-3,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-38-3/43916786/,59,450000.0,7627.12,Amsterdam,Netherlands,"Sara Burgerhartstraat 38-3, Amsterdam, Netherlands",52.382904,4.8490621
Haarlemmerweg,485-h,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-485-h/43907582/,51,425000.0,8333.33,Amsterdam,Netherlands,"Haarlemmerweg 485-h, Amsterdam, Netherlands",52.3848843,4.8578071
Brouwersgracht,30-2,https://www.funda.nl/detail/koop/amsterdam/appartement-brouwersgracht-30-2/43981162/,52,495000.0,9519.23,Amsterdam,Netherlands,"Brouwersgracht 30-2, Amsterdam, Netherlands",52.3792039,4.8930791
Vondelstraat,9-a4,https://www.funda.nl/detail/koop/amsterdam/appartement-vondelstraat-9-a4/43959978/,20,395000.0,19750.0,Amsterdam,Netherlands,"Vondelstraat 9-a4, Amsterdam, Netherlands",52.3626243,4.8789342
Burgemeester Roellstraat,20-3,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-roellstraat-20-3/43959452/,70,350000.0,5000.0,Amsterdam,Netherlands,"Burgemeester Roellstraat 20-3, Amsterdam, Netherlands",52.3736234,4.8342849
Charlotte De Bourbonstraat,1-3,https://www.funda.nl/detail/koop/amsterdam/appartement-charlotte-de-bourbonstraat-1-3/43054063/,48,395000.0,8229.17,Amsterdam,Netherlands,"Charlotte De Bourbonstraat 1-3, Amsterdam, Netherlands",52.3809283,4.8595434
Antillenstraat,38-h,https://www.funda.nl/detail/koop/amsterdam/appartement-antillenstraat-38-h/43053755/,61,500000.0,8196.72,Amsterdam,Netherlands,"Antillenstraat 38-h, Amsterdam, Netherlands",52.3598845,4.8505896
Marco Polostraat,276-2,https://www.funda.nl/detail/koop/amsterdam/appartement-marco-polostraat-276-2/43050653/,51,475000.0,9313.73,Amsterdam,Netherlands,"Marco Polostraat 276-2, Amsterdam, Netherlands",52.3724511,4.8550631
Planciusstraat,19-c6,https://www.funda.nl/detail/koop/amsterdam/appartement-planciusstraat-19-c6/43058834/,40,390000.0,9750.0,Amsterdam,Netherlands,"Planciusstraat 19-c6, Amsterdam, Netherlands",52.3872055,4.8853756
Van Spilbergenstraat,7-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-spilbergenstraat-7-3/43943912/,48,400000.0,8333.33,Amsterdam,Netherlands,"Van Spilbergenstraat 7-3, Amsterdam, Netherlands",52.3646359,4.8520143
Rhijnvis Feithstraat,16-1,https://www.funda.nl/detail/koop/amsterdam/appartement-rhijnvis-feithstraat-16-1/43943851/,52,475000.0,9134.62,Amsterdam,Netherlands,"Rhijnvis Feithstraat 16-1, Amsterdam, Netherlands",52.3606682,4.8590798
Reinier Claeszenstraat,76-1,https://www.funda.nl/detail/koop/amsterdam/appartement-reinier-claeszenstraat-76-1/43945463/,53,425000.0,8018.87,Amsterdam,Netherlands,"Reinier Claeszenstraat 76-1, Amsterdam, Netherlands",52.3736513,4.8621853
Van Bossestraat,26-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-bossestraat-26-3/43934214/,45,425000.0,9444.44,Amsterdam,Netherlands,"Van Bossestraat 26-3, Amsterdam, Netherlands",52.3814621,4.8684374
Jan Evertsenstraat,100-2,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-evertsenstraat-100-2/43934499/,58,400000.0,6896.55,Amsterdam,Netherlands,"Jan Evertsenstraat 100-2, Amsterdam, Netherlands",52.3706901,4.8531456
Elckerlijcstraat,28-3,https://www.funda.nl/detail/koop/amsterdam/appartement-elckerlijcstraat-28-3/43936703/,55,400000.0,7272.73,Amsterdam,Netherlands,"Elckerlijcstraat 28-3, Amsterdam, Netherlands",52.37677,4.8481238
Korte Geuzenstraat,305,https://www.funda.nl/detail/koop/amsterdam/appartement-korte-geuzenstraat-305/43914020/,23,265000.0,11521.74,Amsterdam,Netherlands,"Korte Geuzenstraat 305, Amsterdam, Netherlands",52.3708946,4.8649365
Harry Koningsbergerstraat,266,https://www.funda.nl/detail/koop/amsterdam/appartement-harry-koningsbergerstraat-266/43919936/,43,325000.0,7558.14,Amsterdam,Netherlands,"Harry Koningsbergerstraat 266, Amsterdam, Netherlands",52.384022,4.8379607
Keizersgracht,31-1a,https://www.funda.nl/detail/koop/amsterdam/appartement-keizersgracht-31-1a/43918181/,55,475000.0,8636.36,Amsterdam,Netherlands,"Keizersgracht 31-1a, Amsterdam, Netherlands",52.3788116,4.8895586
Spiegelgracht,12-1,https://www.funda.nl/detail/koop/amsterdam/appartement-spiegelgracht-12-1/43900220/,45,475000.0,10555.56,Amsterdam,Netherlands,"Spiegelgracht 12-1, Amsterdam, Netherlands",52.3624442,4.8872464
Leidsekruisstraat,40,https://www.funda.nl/detail/koop/amsterdam/appartement-leidsekruisstraat-40/43994381/,47,415000.0,8829.79,Amsterdam,Netherlands,"Leidsekruisstraat 40, Amsterdam, Netherlands",52.3632862,4.8843738
Singel,522-c,https://www.funda.nl/detail/koop/amsterdam/appartement-singel-522-c/43983501/,32,360000.0,11250.0,Amsterdam,Netherlands,"Singel 522-c, Amsterdam, Netherlands",52.3666946,4.8913827
Lange Leidsedwarsstraat,62-b,https://www.funda.nl/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-62-b/43969483/,45,425000.0,9444.44,Amsterdam,Netherlands,"Lange Leidsedwarsstraat 62-b, Amsterdam, Netherlands",52.3648804,4.8831225
Schimmelstraat,9-c,https://www.funda.nl/detail/koop/amsterdam/appartement-schimmelstraat-9-c/43628062/,46,489000.0,10630.43,Amsterdam,Netherlands,"Schimmelstraat 9-c, Amsterdam, Netherlands",52.3686997,4.8663992
Elandsgracht,61-c,https://www.funda.nl/detail/koop/amsterdam/appartement-elandsgracht-61-c/43065615/,46,450000.0,9782.61,Amsterdam,Netherlands,"Elandsgracht 61-c, Amsterdam, Netherlands",52.3692995,4.8803414
Willem De Zwijgerlaan,58-3,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-58-3/43942668/,49,425000.0,8673.47,Amsterdam,Netherlands,"Willem De Zwijgerlaan 58-3, Amsterdam, Netherlands",52.3719962,4.863938
Theophilusstraat,13-3,https://www.funda.nl/detail/koop/amsterdam/appartement-theophilusstraat-13-3/43945502/,48,395000.0,8229.17,Amsterdam,Netherlands,"Theophilusstraat 13-3, Amsterdam, Netherlands",52.3790204,4.8529577
Jacob Van Lennepkade,195-1,https://www.funda.nl/detail/koop/amsterdam/appartement-jacob-van-lennepkade-195-1/43999407/,48,395000.0,8229.17,Amsterdam,Netherlands,"Jacob Van Lennepkade 195-1, Amsterdam, Netherlands",52.3626639,4.8632255
Gravenstraat,3-m,https://www.funda.nl/detail/koop/amsterdam/appartement-gravenstraat-3-m/43055242/,50,475000.0,9500.0,Amsterdam,Netherlands,"Gravenstraat 3-m, Amsterdam, Netherlands",52.3742405,4.8927969
Postjeskade,137-1,https://www.funda.nl/detail/koop/amsterdam/appartement-postjeskade-137-1/43943309/,56,498000.0,8892.86,Amsterdam,Netherlands,"Postjeskade 137-1, Amsterdam, Netherlands",52.3620394,4.8502256
Joos Banckersweg,20-4,https://www.funda.nl/detail/koop/amsterdam/appartement-joos-banckersweg-20-4/43942253/,57,425000.0,7456.14,Amsterdam,Netherlands,"Joos Banckersweg 20-4, Amsterdam, Netherlands",52.3760742,4.8572963
Kijkduinstraat,97-h,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-97-h/43942738/,55,480000.0,8727.27,Amsterdam,Netherlands,"Kijkduinstraat 97-h, Amsterdam, Netherlands",52.3831705,4.8524073
Stuyvesantstraat,55-2,https://www.funda.nl/detail/koop/amsterdam/appartement-stuyvesantstraat-55-2/43941317/,55,425000.0,7727.27,Amsterdam,Netherlands,"Stuyvesantstraat 55-2, Amsterdam, Netherlands",52.3638578,4.8568394
Hertspieghelweg,52-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hertspieghelweg-52-1/43946510/,63,500000.0,7936.51,Amsterdam,Netherlands,"Hertspieghelweg 52-1, Amsterdam, Netherlands",52.3812296,4.8525194
Ten Katestraat,47-1,https://www.funda.nl/detail/koop/amsterdam/appartement-ten-katestraat-47-1/43933085/,44,425000.0,9659.09,Amsterdam,Netherlands,"Ten Katestraat 47-1, Amsterdam, Netherlands",52.3668692,4.8670814
Robert Scottstraat,20-2,https://www.funda.nl/detail/koop/amsterdam/appartement-robert-scottstraat-20-2/43939878/,65,495000.0,7615.38,Amsterdam,Netherlands,"Robert Scottstraat 20-2, Amsterdam, Netherlands",52.3731323,4.8467434
Bos En Lommerplantsoen,33-e,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-33-e/43938796/,32,250000.0,7812.5,Amsterdam,Netherlands,"Bos En Lommerplantsoen 33-e, Amsterdam, Netherlands",52.3765993,4.8443805
Van Beuningenstraat,1-c,https://www.funda.nl/detail/koop/amsterdam/appartement-van-beuningenstraat-1-c/43937170/,56,400000.0,7142.86,Amsterdam,Netherlands,"Van Beuningenstraat 1-c, Amsterdam, Netherlands",52.3852655,4.8791311
Egelantiersgracht,33-b,https://www.funda.nl/detail/koop/amsterdam/appartement-egelantiersgracht-33-b/43916987/,39,350000.0,8974.36,Amsterdam,Netherlands,"Egelantiersgracht 33-b, Amsterdam, Netherlands",52.3761416,4.8830387
Gibraltarstraat,86-2,https://www.funda.nl/detail/koop/amsterdam/appartement-gibraltarstraat-86-2/43979108/,47,390000.0,8297.87,Amsterdam,Netherlands,"Gibraltarstraat 86-2, Amsterdam, Netherlands",52.3845589,4.8493949
Hoofdweg,414-3,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-414-3/43976567/,54,430000.0,7962.96,Amsterdam,Netherlands,"Hoofdweg 414-3, Amsterdam, Netherlands",52.3737075,4.8486603
Lindengracht,128-3a,https://www.funda.nl/detail/koop/amsterdam/appartement-lindengracht-128-3a/43968350/,36,399000.0,11083.33,Amsterdam,Netherlands,"Lindengracht 128-3a, Amsterdam, Netherlands",52.38042,4.8850459
Korte Leidsedwarsstraat,2-a,https://www.funda.nl/detail/koop/amsterdam/appartement-korte-leidsedwarsstraat-2-a/43841735/,41,425000.0,10365.85,Amsterdam,Netherlands,"Korte Leidsedwarsstraat 2-a, Amsterdam, Netherlands",52.3651446,4.881857
Cabotstraat,21-1,https://www.funda.nl/detail/koop/amsterdam/appartement-cabotstraat-21-1/43845547/,48,425000.0,8854.17,Amsterdam,Netherlands,"Cabotstraat 21-1, Amsterdam, Netherlands",52.3681304,4.8555992
Marnixstraat,166-3,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-166-3/43059098/,65,495000.0,7615.38,Amsterdam,Netherlands,"Marnixstraat 166-3, Amsterdam, Netherlands",52.3728929,4.8757775
Bestevaerstraat,202-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-202-1/43948447/,55,400000.0,7272.73,Amsterdam,Netherlands,"Bestevaerstraat 202-1, Amsterdam, Netherlands",52.3791424,4.8580668
Vondelstraat,42-g,https://www.funda.nl/detail/koop/amsterdam/appartement-vondelstraat-42-g/43926946/,37,450000.0,12162.16,Amsterdam,Netherlands,"Vondelstraat 42-g, Amsterdam, Netherlands",52.3623927,4.8772785
Overtoom,114-1,https://www.funda.nl/detail/koop/amsterdam/appartement-overtoom-114-1/43925338/,42,435000.0,10357.14,Amsterdam,Netherlands,"Overtoom 114-1, Amsterdam, Netherlands",52.3628045,4.874822
Van Linschotenstraat,39,https://www.funda.nl/detail/koop/amsterdam/appartement-van-linschotenstraat-39/43903019/,36,350000.0,9722.22,Amsterdam,Netherlands,"Van Linschotenstraat 39, Amsterdam, Netherlands",52.3892555,4.8874729
Fannius Scholtenstraat,46-1,https://www.funda.nl/detail/koop/amsterdam/appartement-fannius-scholtenstraat-46-1/43979388/,40,380000.0,9500.0,Amsterdam,Netherlands,"Fannius Scholtenstraat 46-1, Amsterdam, Netherlands",52.3838119,4.873463
Brouwersgracht,169-2,https://www.funda.nl/detail/koop/amsterdam/appartement-brouwersgracht-169-2/42265969/,39,399000.0,10230.77,Amsterdam,Netherlands,"Brouwersgracht 169-2, Amsterdam, Netherlands",52.3820554,4.8851304
Orteliusstraat,174-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-174-2/43058224/,50,450000.0,9000.0,Amsterdam,Netherlands,"Orteliusstraat 174-2, Amsterdam, Netherlands",52.3693712,4.8497406
Hartenstraat,24-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hartenstraat-24-2/43942006/,48,495000.0,10312.5,Amsterdam,Netherlands,"Hartenstraat 24-2, Amsterdam, Netherlands",52.3723872,4.8856806
Freek Oxstraat,3-2,https://www.funda.nl/detail/koop/amsterdam/appartement-freek-oxstraat-3-2/43947456/,41,300000.0,7317.07,Amsterdam,Netherlands,"Freek Oxstraat 3-2, Amsterdam, Netherlands",52.3796742,4.8289954
Hondiusstraat,7-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hondiusstraat-7-2/43922470/,53,425000.0,8018.87,Amsterdam,Netherlands,"Hondiusstraat 7-2, Amsterdam, Netherlands",52.3739773,4.8487742
Amstelveenseweg,118-2,https://www.funda.nl/detail/koop/amsterdam/appartement-amstelveenseweg-118-2/43929464/,61,500000.0,8196.72,Amsterdam,Netherlands,"Amstelveenseweg 118-2, Amsterdam, Netherlands",52.3551315,4.8550503
Burgemeester Cramergracht,49,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-cramergracht-49/43941383/,76,340000.0,4473.68,Amsterdam,Netherlands,"Burgemeester Cramergracht 49, Amsterdam, Netherlands",52.3729317,4.8323538
Orteliusstraat,233-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-233-2/43059823/,49,450000.0,9183.67,Amsterdam,Netherlands,"Orteliusstraat 233-2, Amsterdam, Netherlands",52.3710373,4.8485159
Potgieterstraat,53-1,https://www.funda.nl/detail/koop/amsterdam/appartement-potgieterstraat-53-1/43054540/,50,420000.0,8400.0,Amsterdam,Netherlands,"Potgieterstraat 53-1, Amsterdam, Netherlands",52.3690564,4.8719306
Kinkerstraat,114-4,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-114-4/43053423/,28,325000.0,11607.14,Amsterdam,Netherlands,"Kinkerstraat 114-4, Amsterdam, Netherlands",52.3668113,4.8702395
Admiraal De Ruijterweg,28-h,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-28-h/43052563/,58,449000.0,7741.38,Amsterdam,Netherlands,"Admiraal De Ruijterweg 28-h, Amsterdam, Netherlands",52.3708036,4.8644359
Derde Egelantiersdwarsstraat,7-3,https://www.funda.nl/detail/koop/amsterdam/appartement-derde-egelantiersdwarsstraat-7-3/43059591/,39,375000.0,9615.38,Amsterdam,Netherlands,"Derde Egelantiersdwarsstraat 7-3, Amsterdam, Netherlands",52.3761934,4.8804098
Van Bossestraat,33-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-bossestraat-33-2/43057787/,36,375000.0,10416.67,Amsterdam,Netherlands,"Van Bossestraat 33-2, Amsterdam, Netherlands",52.3810508,4.8688981
Postjesweg,191,https://www.funda.nl/detail/koop/amsterdam/appartement-postjesweg-191/43056151/,80,400000.0,5000.0,Amsterdam,Netherlands,"Postjesweg 191, Amsterdam, Netherlands",52.3637288,4.8383865
Burgemeester Van De Pollstraat,48-a,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-van-de-pollstraat-48-a/43943082/,42,375000.0,8928.57,Amsterdam,Netherlands,"Burgemeester Van De Pollstraat 48-a, Amsterdam, Netherlands",52.3717619,4.8321932
Haarlemmerweg,169-2,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-169-2/43942381/,49,450000.0,9183.67,Amsterdam,Netherlands,"Haarlemmerweg 169-2, Amsterdam, Netherlands",52.3852968,4.8718741
Marnixstraat,233-h,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-233-h/43946674/,44,410000.0,9318.18,Amsterdam,Netherlands,"Marnixstraat 233-h, Amsterdam, Netherlands",52.3762184,4.8778406
Ter Haarstraat,24-4,https://www.funda.nl/detail/koop/amsterdam/appartement-ter-haarstraat-24-4/43933455/,26,350000.0,13461.54,Amsterdam,Netherlands,"Ter Haarstraat 24-4, Amsterdam, Netherlands",52.3702324,4.8694841
Tweede Hugo De Grootstraat,42-2,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-hugo-de-grootstraat-42-2/43938428/,54,475000.0,8796.3,Amsterdam,Netherlands,"Tweede Hugo De Grootstraat 42-2, Amsterdam, Netherlands",52.3749531,4.8720385
Bonaireplein,12-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bonaireplein-12-2/43913210/,51,450000.0,8823.53,Amsterdam,Netherlands,"Bonaireplein 12-2, Amsterdam, Netherlands",52.3613991,4.8556652
Houtrijkstraat,108,https://www.funda.nl/detail/koop/amsterdam/appartement-houtrijkstraat-108/43918905/,57,455000.0,7982.46,Amsterdam,Netherlands,"Houtrijkstraat 108, Amsterdam, Netherlands",52.3900611,4.8781938
Joan Melchior Kemperstraat,42-3,https://www.funda.nl/detail/koop/amsterdam/appartement-joan-melchior-kemperstraat-42-3/43916855/,39,382500.0,9807.69,Amsterdam,Netherlands,"Joan Melchior Kemperstraat 42-3, Amsterdam, Netherlands",52.3850216,4.8745946
Hoofdweg,380-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-380-2/43985398/,56,450000.0,8035.71,Amsterdam,Netherlands,"Hoofdweg 380-2, Amsterdam, Netherlands",52.3723535,4.8493814
Jan Pieter Heijestraat,62-a,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-pieter-heijestraat-62-a/43892224/,73,450000.0,6164.38,Amsterdam,Netherlands,"Jan Pieter Heijestraat 62-a, Amsterdam, Netherlands",52.3646024,4.862586
Postjesweg,323,https://www.funda.nl/detail/koop/amsterdam/appartement-postjesweg-323/43947529/,69,395000.0,5724.64,Amsterdam,Netherlands,"Postjesweg 323, Amsterdam, Netherlands",52.363714,4.8371532
Willem De Zwijgerlaan,134-h,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-134-h/43947480/,50,450000.0,9000.0,Amsterdam,Netherlands,"Willem De Zwijgerlaan 134-h, Amsterdam, Netherlands",52.3742323,4.8635593
Marcantilaan,31,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-31/43945848/,41,385000.0,9390.24,Amsterdam,Netherlands,"Marcantilaan 31, Amsterdam, Netherlands",52.3753685,4.8685526
Charlotte De Bourbonstraat,35-3,https://www.funda.nl/detail/koop/amsterdam/appartement-charlotte-de-bourbonstraat-35-3/43933166/,50,395000.0,7900.0,Amsterdam,Netherlands,"Charlotte De Bourbonstraat 35-3, Amsterdam, Netherlands",52.3798533,4.858176
Nieuwe Nieuwstraat,33,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwe-nieuwstraat-33/43933594/,59,459000.0,7779.66,Amsterdam,Netherlands,"Nieuwe Nieuwstraat 33, Amsterdam, Netherlands",52.3752755,4.8929171
Kijkduinstraat,57-3,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-57-3/43933444/,64,450000.0,7031.25,Amsterdam,Netherlands,"Kijkduinstraat 57-3, Amsterdam, Netherlands",52.3822748,4.8530939
Kerkstraat,24-c,https://www.funda.nl/detail/koop/amsterdam/appartement-kerkstraat-24-c/43931913/,44,425000.0,9659.09,Amsterdam,Netherlands,"Kerkstraat 24-c, Amsterdam, Netherlands",52.3658839,4.884491
Ten Katestraat,59-4,https://www.funda.nl/detail/koop/amsterdam/appartement-ten-katestraat-59-4/43936921/,44,425000.0,9659.09,Amsterdam,Netherlands,"Ten Katestraat 59-4, Amsterdam, Netherlands",52.3666452,4.8672309
Bloys Van Treslongstraat,56-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bloys-van-treslongstraat-56-1/43924380/,50,435000.0,8700.0,Amsterdam,Netherlands,"Bloys Van Treslongstraat 56-1, Amsterdam, Netherlands",52.3756006,4.85993
Van Hogendorpstraat,112-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-112-h/43923600/,49,485000.0,9897.96,Amsterdam,Netherlands,"Van Hogendorpstraat 112-h, Amsterdam, Netherlands",52.3831295,4.8734267
Luzacstraat,1-h,https://www.funda.nl/detail/koop/amsterdam/appartement-luzacstraat-1-h/43921060/,54,475000.0,8796.3,Amsterdam,Netherlands,"Luzacstraat 1-h, Amsterdam, Netherlands",52.3792304,4.8699478
Baarsjesweg,269-e,https://www.funda.nl/detail/koop/amsterdam/appartement-baarsjesweg-269-e/43929848/,50,485000.0,9700.0,Amsterdam,Netherlands,"Baarsjesweg 269-e, Amsterdam, Netherlands",52.3605599,4.8564782
Van Hallstraat,701-a,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hallstraat-701-a/43928697/,27,275000.0,10185.19,Amsterdam,Netherlands,"Van Hallstraat 701-a, Amsterdam, Netherlands",52.3794111,4.8722156
Joan Melchior Kemperstraat,108-3,https://www.funda.nl/detail/koop/amsterdam/appartement-joan-melchior-kemperstraat-108-3/43925852/,63,500000.0,7936.51,Amsterdam,Netherlands,"Joan Melchior Kemperstraat 108-3, Amsterdam, Netherlands",52.3849745,4.8720246
Kinkerstraat,59-1a,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-59-1a/43925713/,30,300000.0,10000.0,Amsterdam,Netherlands,"Kinkerstraat 59-1a, Amsterdam, Netherlands",52.367244,4.8726418
Jacob Van Lennepkade,52-3,https://www.funda.nl/detail/koop/amsterdam/appartement-jacob-van-lennepkade-52-3/43925633/,47,475000.0,10106.38,Amsterdam,Netherlands,"Jacob Van Lennepkade 52-3, Amsterdam, Netherlands",52.3659459,4.873743
Marieken Van Nimwegenstraat,14-2,https://www.funda.nl/detail/koop/amsterdam/appartement-marieken-van-nimwegenstraat-14-2/43914352/,52,445000.0,8557.69,Amsterdam,Netherlands,"Marieken Van Nimwegenstraat 14-2, Amsterdam, Netherlands",52.3769475,4.8496046
