adress,location,description,availability,surface_m2,bedrooms,price,url,price_per_m2,lat,lon,date_scraped,is_new,address,neighborhood,preference
,Amsterdam,Amsterdam,Beschikbaar per 03-09-2025,62.0,1 slaapkamer,1161.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/21216/woning-haringbuisdijk-137,18.725806451612904,,,2025-07-11 05:29:24.664455,False,Haringbuisdijk 137,,False
,Amsterdam,Amsterdam,Beschikbaar per 07-08-2025,39.0,0,1099.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/21052/woning-haringbuisdijk-849,28.17948717948718,,,2025-07-11 05:29:24.664455,False,Haringbuisdijk 849,,False
,Amsterdam,Amsterdam,Beschikbaar per 01-08-2025,39.0,0,1099.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/21051/woning-haringbuisdijk-855,28.17948717948718,,,2025-07-11 05:29:24.664455,False,Haringbuisdijk 855,,False
,Amsterdam,Amsterdam,Onder optie,43.0,0,1093.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/21004/woning-haringbuisdijk-623,25.41860465116279,,,2025-07-11 05:29:24.664455,False,Haringbuisdijk 623,,False
,Amsterdam,Amsterdam,Onder optie,117.0,2,1863.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/20701/woning-sumatrakade-863,15.923076923076923,,,2025-07-11 05:29:24.664455,False,Sumatrakade 863,,False
,Amsterdam,Amsterdam,Beschikbaar per 30-07-2025,72.0,2,1776.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/20235/woning-tt-vasumweg-40-u6,24.666666666666668,,,2025-07-11 05:29:24.664455,False,Tt. Vasumweg 40-U6,,False
,Amsterdam,Amsterdam,Onder optie,66.0,2,1705.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/20205/woning-tt-vasumweg-40-n5,25.833333333333332,,,2025-07-11 05:29:24.664455,False,Tt. Vasumweg 40-N5,,False
,Amsterdam,Amsterdam,Onder optie,71.0,2,1746.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/20126/woning-tt-vasumweg-40-w3,24.591549295774648,,,2025-07-11 05:29:24.664455,False,Tt. Vasumweg 40-W3,,False
,Amsterdam,Amsterdam,Beschikbaar per 01-08-2025,44.0,0,900.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/19996/woning-tt-vasumweg-32-l1,20.454545454545453,,,2025-07-11 05:29:24.664455,False,Tt. Vasumweg 32-L1,,False
,Amsterdam,Amsterdam,Onder optie,69.0,1 slaapkamer,1840.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18950/woning-pontsteiger-243,26.666666666666668,,,2025-07-11 05:29:24.664455,False,Pontsteiger 243,,False
